,년도,영업상태코드,X,Y,시설총규모,업소위치분기,영업기간,distance,창업월,구_1_25,프랜차이즈여부_02,sub_1_9
17387,2014.0,1,126.8511341,37.55428679999999,66.0,1,2213,0.84486,12,4,0,09
17388,2014.0,1,126.8606012,37.53172683,222.92,1,2211,0.71634,12,4,1,05
17389,2014.0,2,126.83674109999998,37.55938708,269.86,1,1044,0.11790999999999999,12,4,1,05
17390,2014.0,1,126.83845840000001,37.52907388,32.26,1,2199,0.78523,12,4,0,02
17391,2014.0,2,126.84428,37.53387498,26.0,1,529,0.26342,12,4,1,02
17392,2015.0,2,126.84168020000001,37.55831233,92.53,1,23,0.35088,1,4,0,05
17393,2015.0,1,126.8335871,37.5408597,229.32,1,2184,0.6098,1,4,2,05
17394,2015.0,1,126.8339199,37.5471983,25.41,1,2184,0.27731999999999996,1,4,1,05
17395,2015.0,2,126.84093850000001,37.53248712,27.0,0,224,0.48476,1,4,0,02
17396,2015.0,1,126.85737040000001,37.53390059,36.0,1,2177,0.99477,1,4,0,05
17397,2015.0,1,126.81562759999998,37.5672718,79.8,1,2164,1.04013,1,4,0,09
17398,2015.0,1,126.83070330000001,37.54489039,72.5,1,2159,0.65969,2,4,0,05
17399,2015.0,2,126.84699779999998,37.55427908,39.34,1,1561,1.02867,2,4,0,09
17400,2015.0,1,126.81812690000001,37.56942528,26.17,1,2156,0.8719299999999999,2,4,0,09
17401,2015.0,1,126.8313875,37.54809541,33.0,1,2151,0.4421,2,4,0,05
17402,2015.0,1,126.84141399999999,37.55827018,221.0,2,2145,0.32816999999999996,2,4,2,05
17403,2015.0,1,126.85822320000001,37.54561623,108.17,0,2145,0.86046,2,4,0,09
17404,2015.0,2,126.84635700000001,37.53085942,63.95,1,670,0.15219000000000002,2,4,1,02
17405,2015.0,1,126.8412557,37.54247951,88.11,1,2135,0.11794,2,4,1,05
17406,2015.0,2,126.8339008,37.54462987,86.0,1,1312,0.51142,2,4,0,05
17407,2015.0,1,126.81562759999998,37.5672718,47.25,1,2130,1.04013,3,4,2,09
17408,2015.0,1,126.8551692,37.53188073,23.1,1,2129,0.76784,3,4,0,05
17409,2015.0,2,126.80430530000001,37.56271145,51.81,1,1305,0.73527,3,4,0,05
17410,2015.0,1,126.8325613,37.54403521,28.0,1,2123,0.6258699999999999,3,4,0,05
17411,2015.0,2,126.85175840000001,37.53162884,28.32,1,1599,0.8284600000000001,3,4,0,05
17412,2015.0,1,126.87220020000001,37.55012011,66.11,1,2122,0.42233999999999994,3,4,0,09
17413,2015.0,2,126.83482520000001,37.55491934,29.75,0,360,0.48904,3,4,0,05
17414,2015.0,1,126.8306529,37.54104355,38.5,1,2117,0.86482,3,4,0,05
17415,2015.0,1,126.8411423,37.53198292,63.72,1,2114,0.46671999999999997,3,4,0,02
17416,2015.0,2,126.8001018,37.56505958,33.0,1,355,1.16875,3,4,0,05
17417,2015.0,1,126.83467859999999,37.54058793,64.58,1,2110,0.52071,3,4,0,05
17418,2015.0,1,126.83467859999999,37.54058793,281.76,1,2108,0.52071,3,4,2,05
17419,2015.0,2,126.83832029999999,37.53580334,46.2,1,931,0.6755800000000001,4,4,0,05
17420,2015.0,1,126.8237243,37.55250219,96.95,1,2093,0.8620899999999999,4,4,0,05
17421,2015.0,1,126.8040618,37.57235644,172.13,1,2089,0.96524,4,4,2,05
17422,2015.0,2,126.83657579999999,37.56113195,169.29,1,972,0.29203,4,4,0,05
17423,2015.0,2,126.83396110000001,37.55312259,99.0,1,343,0.52272,4,4,0,05
17424,2015.0,1,126.8436482,37.53162221,249.18,0,2082,0.25403000000000003,4,4,2,02
17425,2015.0,1,126.80959229999999,37.57838914,22.61,0,2075,0.29646,4,4,0,05
17426,2015.0,1,126.84047779999999,37.55856714,57.43,1,2074,0.24291,4,4,0,05
17427,2015.0,1,126.84283799999999,37.53425535,20.0,1,2072,0.38856,4,4,0,02
17428,2015.0,2,126.80766909999998,37.56795104,33.0,0,1652,0.86372,5,4,0,05
17429,2015.0,1,126.85085320000002,37.53746904,49.0,1,2064,1.45969,5,4,0,05
17430,2015.0,2,126.81003510000001,37.57010967,23.18,1,781,0.8666299999999999,5,4,0,05
17431,2015.0,1,126.8050817,37.56125469,30.94,1,2057,0.64625,5,4,0,05
17432,2015.0,2,126.8517216,37.53141427,11.7,1,1425,0.80888,5,4,0,05
17433,2015.0,1,126.808203,37.57367385,49.74,1,2046,0.5947399999999999,5,4,1,05
17434,2015.0,1,126.80978459999999,37.57656533,38.54,1,2044,0.28917,5,4,1,05
17435,2015.0,2,126.85916940000001,37.54579853,164.84,1,1606,0.7854,5,4,2,09
17436,2015.0,1,126.85212549999999,37.55840829,196.21,1,2039,0.39132,6,4,0,09
17437,2015.0,2,126.8517269,37.54906763,213.85,1,611,1.39466,6,4,0,09
17438,2015.0,2,126.83091340000001,37.54768963,38.76,1,463,0.4927,6,4,0,05
17439,2015.0,1,126.81207490000001,37.56821968,40.0,1,2037,1.04376,6,4,0,05
17440,2015.0,1,126.83612859999998,37.53256292,38.31,1,2036,1.07867,6,4,0,05
17441,2015.0,2,126.8149483,37.567324799999994,38.22,1,1269,1.10025,6,4,0,09
17442,2015.0,2,126.8432946,37.53314036,249.26,1,833,0.29422,6,4,0,02
17443,2015.0,1,126.8405627,37.57031263,33.97,1,2026,0.27887,6,4,0,09
17444,2015.0,2,126.85844740000002,37.5457659,45.0,0,232,0.83462,6,4,0,09
17445,2015.0,1,126.83378130000001,37.53964453,52.56,1,2009,0.62713,7,4,0,05
17446,2015.0,1,126.8359119,37.54447983,25.0,0,2005,0.48281999999999997,7,4,0,05
17447,2015.0,1,126.87044850000001,37.54735983,14.35,1,2003,0.39202,7,4,0,09
17448,2015.0,1,126.82708249999999,37.56011367,60.0,1,2002,0.21179,7,4,0,05
17449,2015.0,2,126.8503773,37.56161087,169.68,1,406,0.35534,7,4,0,09
17450,2015.0,1,126.8393003,37.54298754,16.5,1,1998,0.17970999999999998,7,4,0,05
17451,2015.0,2,126.8095183,37.56755227,84.0,0,108,0.7558,7,4,0,05
17452,2015.0,1,126.8584226,37.53534009,36.09,1,1990,1.16101,7,4,0,05
17453,2015.0,1,126.8180145,37.57074256,65.0,1,1987,0.9415399999999999,7,4,0,09
17454,2015.0,2,126.84061159999999,37.5432592,24.18,1,1050,0.18035,7,4,0,05
17455,2015.0,2,126.8434257,37.55828755,75.92,1,1230,0.5042800000000001,7,4,0,05
17456,2015.0,2,126.86155090000001,37.55725217,33.0,1,1621,0.12602,7,4,0,09
17457,2015.0,1,126.83713359999999,37.56144559,28.1,0,1982,0.31314000000000003,7,4,0,05
17458,2015.0,2,126.84962050000001,37.56202199,41.34,1,1496,0.4266,7,4,0,09
17459,2015.0,1,126.87453529999999,37.55019952,35.79,0,1977,0.36086,8,4,0,09
17460,2015.0,1,126.8626042,37.55143273,30.7,1,1976,0.27221,8,4,0,09
17461,2015.0,2,126.85981869999999,37.55145888,29.7,1,506,0.51262,8,4,0,09
17462,2015.0,1,126.870834,37.55388607,33.32,1,1970,0.58322,8,4,0,09
17463,2015.0,1,126.84886740000002,37.55801139,93.44,1,1961,0.61845,8,4,0,09
17464,2015.0,1,126.81344569999999,37.57075007,15.0,0,1955,0.76254,8,4,0,05
17465,2015.0,2,126.809023,37.56756062,29.75,1,294,0.77249,8,4,0,05
17466,2015.0,1,126.833924,37.54838634,35.32,1,1952,0.21646999999999997,8,4,0,05
17467,2015.0,2,126.8584672,37.54911578,37.08,1,43,0.6501399999999999,8,4,0,09
17468,2015.0,1,126.8373355,37.53743091,56.16,1,1946,0.5422,9,4,0,05
17469,2015.0,1,126.83634070000001,37.56238269,31.2,0,1939,0.43063,9,4,0,05
17470,2015.0,2,126.8180145,37.57074256,23.0,1,423,0.9415399999999999,9,4,0,09
17471,2015.0,1,126.80782659999998,37.5582765,30.36,1,1934,0.51552,9,4,0,05
17472,2015.0,2,126.83750719999999,37.56728567,24.78,1,1511,0.40193,9,4,0,09
17473,2015.0,2,126.81076780000001,37.56981531,30.0,1,403,0.88275,9,4,0,05
17474,2015.0,1,126.8331176,37.54757704,33.05,1,1927,0.31389,9,4,1,05
17475,2015.0,2,126.857743,37.54853066,6.61,1,1306,0.73078,9,4,0,09
17476,2015.0,2,126.8343712,37.55650434,50.25,1,1533,0.38122,9,4,0,05
17477,2015.0,2,126.81586570000002,37.55289253,250.0,1,1917,1.12589,10,4,1,05
17478,2015.0,1,126.83750719999999,37.56728567,41.85,1,1914,0.40193,10,4,1,09
17479,2015.0,2,126.8078922,37.57482949,27.0,1,588,0.53037,10,4,0,05
17480,2015.0,1,126.80929209999998,37.57960292,15.32,1,1905,0.38182,10,4,0,05
17481,2015.0,1,126.8427045,37.55881568,40.0,0,1903,0.43923,10,4,0,05
17482,2015.0,1,126.8503773,37.56161087,32.1,1,1899,0.35534,10,4,0,09
17483,2015.0,2,126.8052017,37.56221549,61.49,1,138,0.64644,10,4,0,05
17484,2015.0,1,126.8447239,37.53484923,35.24,1,1897,0.32794,10,4,0,02
17485,2015.0,1,126.81966090000002,37.57253662,279.0,1,1896,0.94129,10,4,0,09
17486,2015.0,2,126.83932490000001,37.53819877,43.31,1,298,0.39529000000000003,10,4,0,05
17487,2015.0,1,126.8347574,37.54114739,49.54,1,1890,0.50339,10,4,0,05
17488,2015.0,2,126.85110700000001,37.56125292,36.61,1,791,0.29112,10,4,0,09
17489,2015.0,2,126.8356107,37.54139364,41.61,2,364,0.42603,11,4,0,05
17490,2015.0,2,126.83313970000002,37.54777396,39.14,0,1394,0.30316,11,4,0,05
17491,2015.0,2,126.83168570000001,37.54811772,33.0,0,276,0.4158,11,4,0,05
17492,2015.0,2,126.8451085,37.56555015,107.73,0,774,0.39374000000000003,11,4,0,09
17493,2015.0,1,126.84428,37.53387498,26.0,1,1883,0.26342,11,4,1,02
17494,2015.0,2,126.8059384,37.56258535,65.0,1,1298,0.59241,11,4,0,05
17495,2015.0,2,126.8386577,37.56718833,50.6,1,730,0.30694,11,4,0,09
17496,2015.0,2,126.8361155,37.561850799999995,55.76,1,746,0.38122,11,4,0,05
17497,2015.0,1,126.83759189999999,37.55752853,86.93,1,1868,0.12733,11,4,0,05
17498,2015.0,2,126.8560723,37.53306029,39.6,1,618,0.8948,11,4,0,05
17499,2015.0,1,126.8718825,37.5484862,100.0,0,1848,0.31281,12,4,0,09
17500,2015.0,2,126.8451396,37.5304851,39.66,1,1478,0.22448,12,4,0,02
17501,2015.0,1,126.8392413,37.57064512,165.0,1,1844,0.37403000000000003,12,4,0,09
17502,2015.0,1,126.8355385,37.55803194,89.0,1,1843,0.20534000000000002,12,4,2,05
17503,2015.0,2,126.8573028,37.55664049,14.87,1,332,0.33660999999999996,12,4,0,09
17504,2015.0,1,126.8451085,37.56555015,41.11,1,1836,0.39374000000000003,12,4,0,09
17505,2015.0,2,126.8327689,37.54490418,40.0,1,180,0.5354,12,4,0,05
17506,2015.0,1,126.842863,37.56024706,38.22,0,1829,0.4857,12,4,1,05
17507,2015.0,2,126.80994170000001,37.56670969,75.6,1,871,0.6550199999999999,12,4,0,05
17508,2015.0,1,126.824974,37.56858334,41.91,0,2177,0.29906,1,4,0,09
17510,2016.0,1,126.8451085,37.56555015,69.6,1,1821,0.39374000000000003,1,4,0,09
17511,2016.0,1,126.83514479999998,37.54172334,26.4,1,1802,0.46628000000000003,1,4,0,05
17512,2016.0,1,126.80909709999999,37.56568278,90.7,1,1795,0.58222,2,4,1,05
17513,2016.0,2,126.843124,37.55971935,21.06,1,1310,0.49003,2,4,0,05
17514,2016.0,1,126.8186108,37.57085246,99.0,0,1780,0.90186,2,4,0,09
17515,2016.0,1,126.86031340000001,37.53215533,33.0,1,1778,0.7703,2,4,1,05
17516,2016.0,1,126.836475,37.56307664,28.7,1,1777,0.50237,2,4,0,05
17517,2016.0,2,126.856812,37.55751252,10.88,1,1030,0.34359,2,4,0,09
17518,2016.0,1,126.8067562,37.57457633,33.12,0,1772,0.62929,2,4,0,05
17519,2016.0,2,126.86153759999999,37.55324885,17.89,1,2,0.5476300000000001,2,4,0,09
17520,2016.0,1,126.83575590000001,37.56064298,51.45,1,1771,0.27986,2,4,0,05
17521,2016.0,2,126.83536629999999,37.54422175,48.56,1,721,0.51707,2,4,0,05
17522,2016.0,2,126.86153759999999,37.55324885,18.29,1,1237,0.5476300000000001,3,4,0,09
17523,2016.0,2,126.84168020000001,37.55831233,92.54,1,409,0.35088,3,4,0,05
17524,2016.0,1,126.83478149999999,37.54477886,105.0,1,1756,0.46831999999999996,3,4,1,05
17525,2016.0,2,126.83382490000001,37.53684021,23.38,1,712,0.79037,3,4,0,05
17526,2016.0,1,126.83602309999999,37.55946303,26.4,1,1746,0.17409000000000002,3,4,0,05
17527,2016.0,1,126.8348404,37.5600831,397.25,1,1743,0.29898,3,4,2,05
17528,2016.0,1,126.8503725,37.53201521,23.44,1,1729,0.9270700000000001,4,4,0,05
17529,2016.0,2,126.81599070000001,37.56688494,76.4,1,615,1.00643,4,4,0,09
17530,2016.0,2,126.8126469,37.57032138,83.39,1,39,0.80821,4,4,0,05
17531,2016.0,2,126.83701609999999,37.56249362,32.25,1,1230,0.42988000000000004,4,4,0,05
17532,2016.0,2,126.8089277,37.57667667,7.5,1,924,0.3561,4,4,0,05
17533,2016.0,1,126.80929209999998,37.57960292,71.25,1,1725,0.38182,4,4,0,05
17534,2016.0,1,126.83478149999999,37.54477886,42.17,1,1721,0.46831999999999996,4,4,0,05
17535,2016.0,1,126.8079354,37.573593200000005,132.81,1,1714,0.61747,4,4,0,05
17536,2016.0,2,126.8371993,37.53510579,30.0,1,365,0.78086,4,4,0,05
17537,2016.0,1,126.83750719999999,37.56728567,34.32,0,1707,0.40193,4,4,0,09
17538,2016.0,2,126.85439790000001,37.55533634,5.6,0,295,0.67753,5,4,0,09
17539,2016.0,2,126.8346153,37.55947913,24.99,0,759,0.28855,5,4,0,05
17540,2016.0,1,126.8451085,37.56555015,52.29,0,1695,0.39374000000000003,5,4,0,09
17541,2016.0,2,126.823467,37.56927487,46.11,0,1065,0.44946,5,4,0,09
17542,2016.0,2,126.8055499,37.56245285,88.28,0,31,0.62188,5,4,0,05
17543,2016.0,2,126.8001018,37.56505958,9.9,1,67,1.16875,5,4,0,05
17544,2016.0,1,126.83405249999998,37.55089652,30.0,1,1681,0.30629,5,4,0,05
17545,2016.0,1,126.8433412,37.56004274,115.7,1,1674,0.51808,6,4,0,05
17546,2016.0,1,126.81297169999999,37.55477071,98.69,1,1673,0.7115,6,4,0,05
17547,2016.0,2,126.83352520000001,37.55386855,122.31,1,383,0.61411,6,4,0,05
17548,2016.0,1,126.81405490000002,37.56700807,250.93,1,1666,0.66685,6,4,2,05
17549,2016.0,1,126.8533899,37.55618802,24.0,1,1666,0.58962,6,4,0,09
17550,2016.0,1,126.8347638,37.53443708,29.7,1,1661,0.94442,6,4,0,05
17551,2016.0,1,126.87289299999999,37.54754288,28.95,0,1655,0.18553,6,4,0,09
17552,2016.0,1,126.848247,37.53254207,28.11,1,1652,0.16433,6,4,0,02
17553,2016.0,2,126.8327689,37.54490418,40.0,1,566,0.5354,6,4,0,05
17554,2016.0,1,126.8433155,37.53214262,33.0,1,1651,0.27446,6,4,0,02
17555,2016.0,1,126.8367003,37.56354546,36.4,1,1648,0.54974,6,4,0,05
17556,2016.0,1,126.8516397,37.55547001,38.0,1,1648,0.70599,6,4,0,09
17557,2016.0,1,126.84424080000001,37.54279665,25.78,1,1644,0.35941999999999996,7,4,0,05
17558,2016.0,1,126.81599070000001,37.56688494,77.32,0,1641,1.00643,7,4,0,09
17559,2016.0,1,126.8209656,37.56768983,40.55,1,1640,0.57814,7,4,0,09
17560,2016.0,1,126.85827379999999,37.53329681,27.0,1,1634,0.9412,7,4,0,05
17561,2016.0,2,126.8610018,37.55520058,44.37,0,368,0.32639,7,4,0,09
17562,2016.0,2,126.8001018,37.56505958,24.0,0,765,1.16875,7,4,0,05
17563,2016.0,2,126.8224832,37.56882292,33.71,0,1016,0.49357,7,4,0,09
17564,2016.0,1,126.8526892,37.56050669,31.31,1,1626,0.18256,7,4,0,09
17565,2016.0,2,126.8558926,37.53349713,13.65,1,1106,0.94352,7,4,0,05
17566,2016.0,1,126.84394650000002,37.534049200000005,62.48,1,1623,0.2981,7,4,0,02
17567,2016.0,1,126.83606940000001,37.54093373,33.0,1,1623,0.39269,7,4,0,05
17568,2016.0,1,126.86755670000001,37.55263239999999,59.0,1,1620,0.27605,7,4,0,09
17569,2016.0,2,126.85047920000001,37.55714403,145.05,1,141,0.58877,7,4,0,09
17570,2016.0,1,126.8399403,37.55851033,11.64,1,1617,0.19605999999999998,7,4,0,05
17571,2016.0,2,126.83046979999999,37.54168701,34.1,1,618,0.87839,8,4,0,05
17572,2016.0,1,126.80817069999999,37.56379618,33.6,1,1612,0.47548999999999997,8,4,0,05
17573,2016.0,2,126.84140239999999,37.54299047,33.3,1,255,0.17247,8,4,0,05
17574,2016.0,2,126.8441893,37.55796478,83.0,1,353,0.57516,8,4,0,05
17575,2016.0,1,126.83452369999999,37.5362907,35.34,1,1606,0.79101,8,4,0,05
17576,2016.0,2,126.82604520000001,37.56059315,54.3,1,683,0.12709,8,4,0,05
17577,2016.0,1,126.8044157,37.56317396,30.88,1,1602,0.7397699999999999,8,4,0,05
17578,2016.0,1,126.8346153,37.55947913,31.85,1,1597,0.28855,8,4,0,05
17579,2016.0,2,126.8599745,37.55065233,31.57,2,26,0.49233999999999994,8,4,0,09
17580,2016.0,2,126.80022340000002,37.57566165,33.0,1,1205,1.12896,8,4,0,05
17581,2016.0,1,126.8591879,37.54540731,27.0,0,1583,0.81519,8,4,0,09
17582,2016.0,2,126.8340691,37.56082985,52.39,1,897,0.402,9,4,0,05
17583,2016.0,1,126.8346153,37.55947913,141.5,1,1575,0.28855,9,4,0,05
17584,2016.0,1,126.84803570000001,37.55428423,122.84,1,1575,0.9727299999999999,9,4,1,09
17585,2016.0,1,126.8438798,37.53217487,19.7,1,1570,0.22461,9,4,1,02
17586,2016.0,2,126.8346153,37.55947913,53.24,1,25,0.28855,9,4,0,05
17587,2016.0,1,126.82003689999999,37.55991748,33.8,1,1554,0.41093,9,4,0,05
17588,2016.0,2,126.8349379,37.55894126,281.64,1,386,0.24755,9,4,1,05
17589,2016.0,2,126.8146469,37.57096643,57.75,0,1553,0.75412,9,4,0,05
17590,2016.0,1,126.8074281,37.56064474,289.99,1,1548,0.44297,10,4,2,05
17591,2016.0,2,126.83594599999999,37.52992142,28.05,2,340,0.95905,10,4,0,02
17592,2016.0,1,126.83775700000001,37.56692561,177.11,2,1547,0.3915,10,4,2,09
17593,2016.0,1,126.80592539999999,37.56971469,40.0,1,1546,1.06479,10,4,0,05
17594,2016.0,1,126.8602981,37.53501076,461.28,0,1546,1.0588600000000001,10,4,2,05
17595,2016.0,2,126.8318813,37.55172829,51.57,0,1126,0.5084,10,4,0,05
17596,2016.0,1,126.8599745,37.55065233,31.57,0,1543,0.49233999999999994,10,4,0,09
17597,2016.0,1,126.8604525,37.55048923,40.0,1,1542,0.45087,10,4,0,09
17598,2016.0,1,126.8377074,37.54253069,80.4,1,1527,0.25972,10,4,0,05
17599,2016.0,2,126.8509483,37.53103631,38.73,2,887,0.8082600000000001,11,4,0,05
17600,2016.0,1,126.83383529999999,37.55908161,54.54,1,1518,0.34594,11,4,0,05
17601,2016.0,1,126.81147800000001,37.55397717,59.4,1,1514,0.8022699999999999,11,4,0,05
17602,2016.0,1,126.8172881,37.55932765,81.59,1,1513,0.6593399999999999,11,4,0,05
17603,2016.0,1,126.8099104,37.55836047,33.78,2,1511,0.38095,11,4,0,05
17604,2016.0,1,126.85164089999999,37.55574045,92.0,0,1506,0.6778,11,4,0,09
17605,2016.0,1,126.84431129999999,37.53036807,82.46,1,1500,0.2784,11,4,0,02
17606,2016.0,1,126.82003689999999,37.55991748,21.19,1,1498,0.41093,11,4,0,05
17607,2016.0,1,126.83562420000001,37.55092033,33.0,1,1497,0.24256999999999998,11,4,0,05
17608,2016.0,1,126.82536599999999,37.56062819,33.0,1,1493,0.07551000000000001,11,4,0,05
17609,2016.0,1,126.8479548,37.5548334,9.9,1,1491,0.9278700000000001,12,4,0,09
17610,2016.0,2,126.84497079999998,37.55077374,70.71,1,237,1.44745,12,4,0,09
17611,2016.0,1,126.84071940000001,37.54718399,81.84,1,1485,0.42787,12,4,2,05
17612,2016.0,1,126.81405490000002,37.56700807,26.4,1,1476,0.66685,12,4,0,05
17613,2016.0,2,126.86068999999999,37.55103649,63.83,0,319,0.43063,12,4,1,09
17614,2016.0,1,126.836128,37.54153174,243.87,1,1476,0.37971,12,4,1,05
17615,2016.0,2,126.8001018,37.56505958,66.0,1,152,1.16875,12,4,0,05
17616,2016.0,2,126.8472152,37.56426916,131.6,1,627,0.62644,12,4,0,09
17617,2016.0,1,126.8348404,37.5600831,35.0,0,1465,0.29898,12,4,0,05
17618,2016.0,1,126.82003689999999,37.55991748,28.55,1,1717,0.41093,4,4,0,05
17619,2016.0,1,126.80412,37.56407776,23.47,1,1646,0.79995,6,4,0,05
17622,2017.0,1,126.8460084,37.53191868,24.2,1,1459,0.05033,1,4,0,02
17623,2017.0,1,126.8374173,37.53690133,20.0,1,1458,0.59053,1,4,0,05
17624,2017.0,1,126.8160134,37.57757508,49.76,1,1458,0.28308,1,4,0,05
17625,2017.0,1,126.82604520000001,37.56059315,30.99,1,1456,0.12709,1,4,0,05
17626,2017.0,2,126.8345219,37.56079444,26.2,0,371,0.36823,1,4,0,05
17627,2017.0,2,126.87022920000001,37.55485158,30.24,1,463,0.9207,1,4,0,09
17628,2017.0,2,126.8275287,37.56019887,26.7,0,872,0.25081,1,4,0,05
17629,2017.0,1,126.82003689999999,37.55991748,19.8,2,1450,0.41093,1,4,0,05
17630,2017.0,2,126.83172730000001,37.56038508,27.52,1,799,0.62117,1,4,0,05
17631,2017.0,1,126.8321837,37.55166754,25.08,1,1448,0.48371000000000003,1,4,0,05
17632,2017.0,2,126.8174011,37.56408504,35.84,1,658,0.92896,1,4,0,09
17633,2017.0,1,126.81903159999999,37.57121583,22.0,0,1438,0.8922399999999999,1,4,0,09
17634,2017.0,1,126.8584672,37.54911578,37.08,1,1436,0.6501399999999999,1,4,0,09
17635,2017.0,1,126.83172730000001,37.56038508,27.35,1,1429,0.62117,2,4,0,05
17636,2017.0,1,126.8211723,37.56318077,60.8,1,1427,0.67523,2,4,2,09
17637,2017.0,2,126.85385900000001,37.53553714,33.0,0,636,1.18648,2,4,0,05
17638,2017.0,2,126.82455049999999,37.554504200000004,38.0,2,1050,0.63543,2,4,0,05
17639,2017.0,2,126.8084242,37.57153524,39.78,1,923,0.77581,2,4,0,05
17640,2017.0,1,126.8431666,37.53203938,38.86,0,1422,0.28818,2,4,0,02
17641,2017.0,2,126.80990659999999,37.57830457,10.12,2,476,0.26721999999999996,2,4,0,05
17642,2017.0,1,126.8603311,37.53670529,99.2,1,1416,1.23569,2,4,0,05
17643,2017.0,2,126.85130559999999,37.56222908,6.0,0,775,0.28706,2,4,0,09
17644,2017.0,2,126.8275287,37.56019887,23.47,1,675,0.25081,2,4,0,05
17645,2017.0,2,126.8448422,37.53173021,36.36,0,814,0.1502,2,4,0,02
17646,2017.0,2,126.8101288,37.56145227,190.51,1,899,0.20399,2,4,0,05
17647,2017.0,1,126.85439790000001,37.55533634,5.6,1,1403,0.67753,2,4,0,09
17648,2017.0,1,126.8339199,37.5471983,26.67,1,1400,0.27731999999999996,3,4,0,05
17649,2017.0,1,126.84448370000001,37.54576893,50.0,0,1395,0.58138,3,4,2,05
17650,2017.0,1,126.8211723,37.56318077,73.39,0,1394,0.67523,3,4,0,09
17651,2017.0,1,126.83714309999999,37.56817715,63.7,1,1393,0.4248,3,4,2,09
17652,2017.0,1,126.82482790000002,37.56813263,30.5,1,1392,0.27703,3,4,0,09
17653,2017.0,1,126.82604520000001,37.56059315,40.74,1,1392,0.12709,3,4,0,05
17654,2017.0,1,126.83857240000002,37.54182376,74.09,1,1386,0.16521,3,4,0,05
17655,2017.0,1,126.8331281,37.55124138,92.0,0,1385,0.39027,3,4,0,05
17656,2017.0,1,126.824974,37.56858334,49.6,1,1382,0.29906,3,4,1,09
17657,2017.0,1,126.81824830000001,37.56005892,21.0,1,1381,0.5675,3,4,0,05
17658,2017.0,1,126.8512196,37.55356864,37.92,1,1380,0.9179999999999999,3,4,0,09
17659,2017.0,1,126.8503773,37.56161087,231.4,1,1379,0.35534,3,4,2,09
17660,2017.0,1,126.8469483,37.54022777,27.72,1,1378,0.59568,3,4,0,05
17661,2017.0,1,126.8562295,37.53272471,90.0,0,1378,0.85759,3,4,0,05
17662,2017.0,1,126.809675,37.561506,33.0,1,1378,0.24443,3,4,0,05
17663,2017.0,2,126.823298,37.56893225,32.37,1,417,0.43851999999999997,3,4,0,09
17664,2017.0,2,126.81507309999999,37.55412097,84.37,1,1375,1.08501,3,4,0,05
17665,2017.0,1,126.83640749999999,37.57136337,66.04,1,1374,0.61175,3,4,0,09
17666,2017.0,1,126.81586570000002,37.55289253,12.96,1,1373,1.12589,3,4,1,05
17667,2017.0,1,126.8211353,37.55968488,120.94,1,1368,0.31832,4,4,0,05
17668,2017.0,1,126.8211353,37.55968488,198.85,1,1368,0.31832,4,4,0,05
17669,2017.0,2,126.8470489,37.552555100000006,43.0,1,807,1.1806299999999998,4,4,0,09
17670,2017.0,1,126.8560723,37.53306029,66.0,0,1367,0.8948,4,4,2,05
17671,2017.0,1,126.85977120000001,37.55040905,90.0,0,1366,0.5113800000000001,4,4,0,09
17672,2017.0,2,126.86440630000001,37.55442167,31.0,0,267,0.5290100000000001,4,4,0,09
17673,2017.0,1,126.81562759999998,37.5672718,37.14,0,1357,1.04013,4,4,0,09
17674,2017.0,1,126.8067168,37.57930417,41.3,1,1357,0.5691,4,4,0,05
17675,2017.0,2,126.8241511,37.56715857,128.29,1,427,0.29131999999999997,4,4,0,09
17676,2017.0,1,126.8241511,37.56715857,110.12,1,1357,0.29131999999999997,4,4,2,09
17677,2017.0,2,126.8609634,37.55300872,63.18,1,0,0.56924,4,4,0,09
17678,2017.0,1,126.83039120000001,37.56061744,58.0,1,1351,0.50508,4,4,0,05
17679,2017.0,2,126.86029769999999,37.5499244,90.58,2,480,0.47217,4,4,0,09
17680,2017.0,1,126.8184582,37.56222161,50.0,1,1350,0.9333600000000001,4,4,0,09
17681,2017.0,1,126.82604520000001,37.56059315,217.35,0,1344,0.12709,4,4,2,05
17682,2017.0,2,126.81488190000002,37.56672104,64.85,2,281,1.1039700000000001,5,4,1,09
17683,2017.0,1,126.83160790000001,37.553124,37.87,1,1339,0.63461,5,4,0,05
17684,2017.0,1,126.8355986,37.56012019,42.27,1,1333,0.24735,5,4,0,05
17685,2017.0,1,126.8264091,37.55981883,70.58,1,1333,0.15845,5,4,2,05
17686,2017.0,2,126.83938459999999,37.53338621,40.0,2,567,0.63415,5,4,0,02
17687,2017.0,1,126.82760890000002,37.55976651,47.25,1,1326,0.26271,5,4,1,05
17688,2017.0,1,126.8506813,37.55726051,36.08,1,1326,0.56787,5,4,0,09
17689,2017.0,2,126.83634070000001,37.56238269,26.4,1,5,0.43063,5,4,0,05
17690,2017.0,1,126.8629977,37.55179559,60.23,1,1322,0.25544,5,4,2,09
17691,2017.0,2,126.8001018,37.56505958,66.0,0,583,1.16875,5,4,0,05
17692,2017.0,1,126.82368340000001,37.56870757,37.44,1,1318,0.39638,5,4,0,09
17693,2017.0,1,126.8241511,37.56715857,33.14,0,1317,0.29131999999999997,5,4,0,09
17694,2017.0,2,126.82482790000002,37.56813263,3.3,1,561,0.27703,5,4,0,09
