,년도,영업상태코드,X,Y,시설총규모,업소위치분기,영업기간,distance,창업월,구_1_25,프랜차이즈여부_02,sub_1_9
1394,2014.0,1,127.00404569999999,37.57326742,15.0,1,2226,0.33841,11,23,0,01
1395,2014.0,1,127.0028571,37.57334706,20.0,1,2226,0.28955,11,23,0,01
1396,2014.0,2,126.98989979999999,37.57219849,42.9,1,901,0.27964,12,23,0,03
1397,2014.0,1,126.9639966,37.56617085,11.88,1,2213,0.23696,12,23,0,05
1398,2014.0,2,126.96560649999999,37.58033101,23.37,1,574,0.87175,12,23,0,03
1399,2014.0,2,126.9629659,37.59039872,50.22,1,588,1.42115,12,23,0,03
1400,2014.0,1,127.0019392,37.58040011,22.0,1,2192,0.18078,12,23,0,04
1401,2014.0,2,126.98210120000002,37.57904803,6.0,1,1959,0.4077,4,23,0,03
1402,2015.0,1,127.01309199999999,37.57172128,53.0,1,2185,0.21813000000000002,1,23,0,04
1403,2015.0,1,126.99828729999999,37.58380812,268.56,1,2179,0.37683,1,23,1,04
1404,2015.0,1,126.97920459999999,37.58344194,74.25,1,2178,0.94709,1,23,0,03
1405,2015.0,1,126.9703652,37.57539443,60.0,1,2171,0.2944,1,23,0,03
1406,2015.0,2,127.0013024,37.57521462,10.0,1,1190,0.47336999999999996,1,23,0,01
1407,2015.0,2,126.9803508,37.56938422,198.0,0,1221,0.26236,1,23,0,01
1408,2015.0,1,127.00152659999998,37.58099537,21.0,0,2164,0.11984000000000002,1,23,0,04
1409,2015.0,2,126.96528719999999,37.57967709,37.98,0,403,0.8559,2,23,0,03
1410,2015.0,2,126.98794469999999,37.57560548,52.94,1,567,0.68508,2,23,0,03
1411,2015.0,1,126.97654270000001,37.57232341,20.31,1,2145,0.07644,2,23,0,05
1412,2015.0,1,126.9861283,37.58286508,29.88,1,2144,0.7113,2,23,0,03
1413,2015.0,1,126.95215309999999,37.60282332,138.25,1,2131,1.4568,3,23,0,03
1414,2015.0,1,126.9868102,37.56936971,16.0,1,2127,0.33758,3,23,0,01
1415,2015.0,2,126.9789332,37.57256394,38.0,1,705,0.2448,3,23,0,05
1416,2015.0,2,126.9650057,37.58062814,31.98,0,42,0.93405,3,23,0,03
1417,2015.0,1,126.9963523,37.58322049,3.5,0,2120,0.50868,3,23,0,04
1418,2015.0,1,127.0017395,37.57789522,65.0,1,2114,0.4596,3,23,0,04
1419,2015.0,1,126.98554579999998,37.57237223,91.31,1,2113,0.31995999999999997,3,23,0,01
1420,2015.0,1,126.95582959999999,37.59986216,56.0,0,2109,1.9865700000000002,3,23,0,03
1421,2015.0,2,126.9655561,37.58066575,11.75,1,200,0.8973700000000001,3,23,0,03
1422,2015.0,2,126.9784783,37.56939774,33.6,1,1154,0.30925,3,23,0,05
1423,2015.0,2,126.9769601,37.57045889,37.47,1,1479,0.14044,3,23,0,05
1424,2015.0,1,126.97081440000001,37.57136592,11.4,1,2094,0.49409,4,23,0,05
1425,2015.0,2,126.98747859999999,37.57401691,9.9,1,664,0.5735600000000001,4,23,0,03
1426,2015.0,1,127.01264579999999,37.57012827,38.0,0,2093,0.24718,4,23,0,04
1427,2015.0,1,126.97189479999999,37.61236791,84.99,1,2092,3.8251199999999996,4,23,0,03
1428,2015.0,1,127.0078207,37.57126932,10.0,1,2087,0.25040999999999997,4,23,0,04
1429,2015.0,1,126.97187109999999,37.6120652,31.02,1,2081,3.79494,4,23,0,03
1430,2015.0,1,126.9645024,37.58062174,24.06,1,2080,0.89754,4,23,0,03
1431,2015.0,2,126.9760388,37.57106975,28.9,1,287,0.07174,4,23,0,05
1432,2015.0,1,126.9818551,37.57703979,44.16,1,2075,0.31992,4,23,0,03
1433,2015.0,1,126.9880559,37.57529129,64.45,1,2072,0.65047,4,23,0,03
1434,2015.0,1,127.01621270000001,37.57153058,28.0,1,2068,0.18745,5,23,0,06
1435,2015.0,1,126.9667462,37.57964213,6.5,1,2068,0.74553,5,23,0,03
1436,2015.0,2,126.97115579999999,37.57276006,173.05,1,2066,0.47936000000000006,5,23,0,05
1437,2015.0,1,126.977209,37.58406718,99.5,1,2064,0.9720200000000001,5,23,0,03
1438,2015.0,1,127.00074520000001,37.58228743,100.0,1,2060,0.10792,5,23,0,04
1439,2015.0,1,126.96755049999999,37.58489279,16.5,1,2059,1.14701,5,23,0,03
1440,2015.0,1,126.9975628,37.58176543,78.3,0,2058,0.38545,5,23,1,04
1441,2015.0,2,126.97508540000001,37.61222374,95.34,1,420,3.95949,5,23,0,03
1442,2015.0,1,126.9784783,37.56939774,2.0,1,2053,0.30925,5,23,0,05
1443,2015.0,1,126.95215309999999,37.60282332,36.3,0,2052,1.4568,5,23,0,03
1444,2015.0,1,126.9683312,37.57561504,25.0,0,2051,0.47076999999999997,5,23,0,03
1445,2015.0,1,127.0201148,37.57368619,80.0,0,2046,0.33628,5,23,0,06
1446,2015.0,1,127.00182759999998,37.58112904,69.37,0,2040,0.10009,6,23,0,04
1447,2015.0,1,126.965965,37.58023602,46.82,1,2040,0.8399399999999999,6,23,0,03
1448,2015.0,1,126.96451869999999,37.56992083,98.0,1,2037,0.49986,6,23,0,05
1449,2015.0,1,126.9962406,37.5711283,283.84,1,2037,0.3695,6,23,1,03
1450,2015.0,1,126.97768059999999,37.57069403,26.93,1,2036,0.15397,6,23,0,05
1451,2015.0,2,126.95866140000001,37.61587284,188.58,0,866,2.61883,6,23,0,03
1452,2015.0,2,126.97081440000001,37.57136592,26.44,0,107,0.49409,6,23,0,05
1453,2015.0,2,126.9760388,37.57106975,13.09,1,504,0.07174,6,23,0,05
1454,2015.0,1,126.96800139999999,37.58054823,4.5,0,2030,0.72773,6,23,0,03
1455,2015.0,2,126.97768059999999,37.57069403,23.77,1,171,0.15397,6,23,0,05
1456,2015.0,2,126.98793629999999,37.57426192,16.5,1,946,0.5656399999999999,6,23,0,03
1457,2015.0,1,126.95215309999999,37.60282332,230.0,1,2017,1.4568,6,23,0,03
1458,2015.0,2,126.9809726,37.57045009,89.0,1,637,0.19216,6,23,0,01
1459,2015.0,1,126.97830990000001,37.58122086,42.28,1,2016,0.81785,6,23,0,03
1460,2015.0,1,126.9798994,37.57170352,55.01,1,2016,0.30763,6,23,0,05
1461,2015.0,2,126.9760388,37.57106975,12.77,1,456,0.07174,7,23,0,05
1462,2015.0,1,126.9879446,37.57163165,7.95,1,2005,0.39385,7,23,0,03
1463,2015.0,1,127.0001395,37.58346473,132.0,0,2004,0.22436999999999999,7,23,0,04
1464,2015.0,2,126.9772514,37.57546356,76.0,1,917,0.43113999999999997,7,23,0,05
1465,2015.0,1,126.99468390000001,37.57521254,22.75,1,1996,0.57792,7,23,0,03
1466,2015.0,1,126.9842882,37.56891902,163.6,1,1994,0.17701,7,23,0,01
1467,2015.0,2,126.98267079999998,37.5786464,31.44,1,1622,0.34059,7,23,0,03
1468,2015.0,2,126.96593390000001,37.57758482,45.0,1,322,0.78737,7,23,0,03
1469,2015.0,1,126.9760388,37.57106975,13.07,1,1984,0.07174,7,23,0,05
1470,2015.0,2,127.0027725,37.57723055,26.4,1,387,0.70548,8,23,0,01
1471,2015.0,2,127.0077571,37.57046616,66.06,0,127,0.28515999999999997,8,23,0,04
1472,2015.0,1,126.99543770000001,37.58332292,7.0,1,1974,0.58953,8,23,0,04
1473,2015.0,1,126.97768059999999,37.57069403,12.31,1,1969,0.15397,8,23,0,05
1474,2015.0,2,126.99078100000001,37.57144218,13.2,1,750,0.16532,8,23,0,03
1475,2015.0,2,126.9798237,37.58508689,24.6,1,308,1.07532,8,23,0,03
1476,2015.0,2,126.9618014,37.56819454,72.6,1,212,0.50517,8,23,0,05
1477,2015.0,2,126.96217539999999,37.5738167,41.2,1,233,0.3827,8,23,0,03
1478,2015.0,2,126.95364690000001,37.60810792,23.75,1,97,1.7684900000000001,8,23,0,03
1479,2015.0,1,126.9760388,37.57106975,422.19,1,1955,0.07174,8,23,2,05
1480,2015.0,1,126.97184850000001,37.57119039,9.9,1,1953,0.40513000000000005,8,23,0,05
1481,2015.0,2,126.99622190000001,37.58953043,66.0,1,1135,0.97408,8,23,0,04
1482,2015.0,2,126.9866628,37.570752500000005,156.23,1,1167,0.31656999999999996,8,23,0,01
1483,2015.0,1,126.96029329999999,37.59476761,86.4,1,1952,1.6216899999999999,8,23,0,03
1484,2015.0,1,126.9703652,37.57539443,13.2,1,1946,0.2944,9,23,0,03
1486,2015.0,1,126.9769813,37.57406873,27.27,1,1945,0.27426999999999996,9,23,0,05
1487,2015.0,1,126.96859040000001,37.57807716,45.26,1,1940,0.51485,9,23,0,03
1488,2015.0,2,126.98299999999999,37.56869196,24.8,1,1091,0.17051,9,23,0,01
1489,2015.0,2,127.0123179,37.57175823,8.25,0,1019,0.15018,9,23,0,04
1490,2015.0,1,126.98240179999999,37.58120319,46.95,1,1938,0.58739,9,23,0,03
1491,2015.0,1,126.98239640000001,37.58107747,3.3,0,1938,0.57518,9,23,0,03
1492,2015.0,1,126.9858285,37.56933685,15.5,1,1935,0.25706999999999997,9,23,0,01
1493,2015.0,1,126.9765698,37.57237378,11.01,1,1933,0.08236,9,23,0,05
1494,2015.0,2,126.99482659999998,37.584306899999994,13.0,1,862,0.67494,9,23,0,04
1495,2015.0,2,126.9789332,37.57256394,28.55,1,253,0.2448,9,23,0,05
1496,2015.0,1,126.99499440000001,37.58372629,9.0,1,1927,0.6392800000000001,9,23,0,04
1497,2015.0,2,126.9961922,37.572484,23.14,1,304,0.42416000000000004,9,23,0,03
1498,2015.0,1,127.0078696,37.57356506,16.5,1,1918,0.32149,10,23,0,04
1499,2015.0,2,126.96409340000001,37.56738864,15.6,1,1092,0.2886,10,23,0,05
1500,2015.0,1,126.9750646,37.57214257,108.0,1,1912,0.13086,10,23,0,05
1501,2015.0,1,126.9769601,37.57045889,13.69,1,1911,0.14044,10,23,0,05
1502,2015.0,1,126.99901240000001,37.58718571,141.0,1,1911,0.62852,10,23,0,04
1503,2015.0,2,127.0183465,37.57497683,19.8,1,767,0.26371,10,23,0,06
1504,2015.0,2,126.9825068,37.56967092,112.68,1,399,0.08249,10,23,0,01
1505,2015.0,1,127.0195166,37.57424733,81.0,1,1899,0.30216,10,23,0,06
1506,2015.0,2,126.98274350000001,37.56967188,6.6,1,1168,0.07015,10,23,0,01
1507,2015.0,1,126.9792415,37.56957984,69.15,1,1892,0.33909,10,23,0,05
1508,2015.0,1,126.9839619,37.57925542,39.44,1,1891,0.33294,10,23,0,03
1509,2015.0,2,126.980228,37.5692816,24.0,1,1426,0.27660999999999997,10,23,0,01
1510,2015.0,1,126.9874227,37.57613370000001,50.16,1,1883,0.18102000000000001,11,23,0,03
1511,2015.0,1,126.95863349999999,37.60429592,15.0,1,1883,2.52819,11,23,0,03
1512,2015.0,1,126.97201340000001,37.5697265,294.91,1,1879,0.44225,11,23,2,05
1513,2015.0,1,126.98882040000001,37.572860799999994,14.0,0,1877,0.39926999999999996,11,23,0,03
1514,2015.0,2,126.9992378,37.5894412,15.0,1,1274,0.6069399999999999,11,23,0,04
1515,2015.0,1,126.9802119,37.57882967,50.0,1,1875,0.52735,11,23,0,03
1516,2015.0,1,126.96029329999999,37.59476761,100.0,1,1872,1.6216899999999999,11,23,0,03
1517,2015.0,2,126.9760388,37.57106975,14.21,1,703,0.07174,11,23,0,05
1518,2015.0,1,126.9952933,37.58398658,19.8,1,1870,0.62369,11,23,0,04
1519,2015.0,2,126.9630718,37.58147799,3.3,1,431,0.90243,11,23,0,03
1520,2015.0,2,126.9867095,37.57347388,37.09,1,951,0.47967,11,23,0,01
1521,2015.0,2,126.96069490000001,37.59314159,30.0,1,359,1.49518,11,23,0,03
1522,2015.0,1,127.0032523,37.57129733,24.75,1,1858,0.1555,11,23,0,01
1523,2015.0,1,126.9942693,37.57526414,110.94,1,1857,0.57019,12,23,0,03
1524,2015.0,1,126.978202,37.57265096,10.0,1,1855,0.19362000000000001,12,23,0,05
1525,2015.0,2,126.97896940000001,37.58646903,25.0,1,229,1.24642,12,23,0,03
1526,2015.0,2,126.978202,37.57265096,54.64,1,820,0.19362000000000001,12,23,0,05
1527,2015.0,2,126.9883389,37.57103626,2.94,1,427,0.34228000000000003,12,23,1,03
1528,2015.0,1,126.9730436,37.572236,10.4,1,1843,0.30387,12,23,0,05
1529,2015.0,1,126.9639966,37.56617085,10.0,1,1842,0.23696,12,23,0,05
1530,2015.0,1,126.9943826,37.58518674,226.58,1,1840,0.7518,12,23,0,04
1531,2015.0,1,126.995972,37.57323206,12.0,1,1835,0.45991000000000004,12,23,0,03
1532,2015.0,2,126.999503,37.58120464,22.0,0,1281,0.23210999999999998,12,23,0,04
1534,2016.0,1,127.0193346,37.57448199,64.8,1,1819,0.29879,1,23,0,06
1535,2016.0,1,126.99781809999999,37.58588526,25.0,1,1816,0.56134,1,23,0,04
1536,2016.0,1,126.9970798,37.58779086,16.5,1,1815,0.77018,1,23,0,04
1537,2016.0,1,126.96632749999999,37.60682016,33.8,1,1813,3.04807,1,23,0,03
1538,2016.0,1,126.978202,37.57265096,47.03,1,1812,0.19362000000000001,1,23,0,05
1539,2016.0,2,126.9866531,37.57236727,58.0,1,1,0.39131,1,23,0,01
1540,2016.0,1,126.97597209999999,37.57200293,31.56,2,1800,0.05549,1,23,0,05
1541,2016.0,2,127.00362759999999,37.57197041,53.28,1,246,0.21552,1,23,0,01
1542,2016.0,1,126.9786466,37.58666956,10.0,1,1798,1.2793299999999999,1,23,0,03
1543,2016.0,1,126.9792038,37.58390194,323.53,1,1798,0.9893,1,23,0,03
1544,2016.0,1,126.99871709999998,37.57291586,14.0,1,1793,0.33029000000000003,2,23,0,01
1545,2016.0,1,126.99871709999998,37.57291586,18.4,1,1793,0.33029000000000003,2,23,0,01
1546,2016.0,1,127.01996340000001,37.57325672,130.8,1,1792,0.31883,2,23,2,06
1547,2016.0,1,126.97849950000001,37.57110996,28.57,1,1791,0.19353,2,23,0,05
1548,2016.0,2,126.9872838,37.57398556,13.0,1,165,0.5836100000000001,2,23,0,03
1549,2016.0,1,126.99501299999999,37.57350804,65.41,1,1778,0.42633999999999994,2,23,2,03
1550,2016.0,2,126.9648098,37.57770061,38.0,2,832,0.70625,2,23,0,03
1551,2016.0,2,126.978202,37.57265096,68.02,2,245,0.19362000000000001,2,23,0,05
1552,2016.0,2,127.01728729999999,37.57363558,19.47,1,155,0.09533,2,23,0,06
1553,2016.0,1,126.98021740000002,37.58726709,66.45,2,1771,1.28273,2,23,0,03
1554,2016.0,1,126.9812114,37.56947283,17.8,1,1770,0.18879,2,23,0,01
1555,2016.0,2,126.97972730000001,37.57881601,70.32,1,882,0.56421,3,23,0,03
1556,2016.0,1,126.9999125,37.58188754,30.53,1,1765,0.17797000000000002,3,23,0,04
1557,2016.0,1,127.0006415,37.58160856,184.42,0,1764,0.12222000000000001,3,23,0,04
1558,2016.0,2,126.97774720000001,37.57182006,100.79,1,1130,0.1195,3,23,0,05
1559,2016.0,1,126.96041799999999,37.60829026,33.05,1,1759,2.99897,3,23,0,03
1560,2016.0,2,126.95391809999998,37.61043881,59.4,1,776,1.9212799999999999,3,23,0,03
1561,2016.0,1,126.9956328,37.58249287,10.0,1,1757,0.55686,3,23,0,04
1562,2016.0,2,126.97156740000001,37.5713968,26.04,1,423,0.42763999999999996,3,23,0,05
1563,2016.0,2,126.96916170000002,37.57624301,1.6,1,461,0.4004,3,23,0,03
1564,2016.0,1,127.00153229999998,37.58067938,31.0,1,1738,0.15367,3,23,0,04
1565,2016.0,1,126.9682213,37.58290573,97.01,1,1736,0.92565,3,23,0,03
1566,2016.0,1,126.978202,37.57265096,147.6,0,1732,0.19362000000000001,4,23,2,05
1567,2016.0,2,127.003615,37.57438083,3.3,1,509,0.4219,4,23,0,01
1568,2016.0,1,127.01318500000001,37.57280734,333.96,1,1711,0.25951,4,23,2,04
1569,2016.0,1,126.9950645,37.57453752,86.8,0,1711,0.52515,4,23,0,03
1570,2016.0,1,126.98876640000002,37.57068126,43.18,1,1710,0.2991,4,23,0,03
1571,2016.0,1,126.9790945,37.58631884,66.11,1,1708,1.22653,4,23,0,03
1572,2016.0,2,127.01270530000001,37.57070501,6.0,1,509,0.21263,4,23,0,04
1573,2016.0,1,126.9999211,37.58159065,54.6,1,1704,0.18306,5,23,0,04
1574,2016.0,1,127.0082804,37.570773100000004,15.0,2,1702,0.2286,5,23,0,04
1575,2016.0,1,127.0187628,37.57427995,29.0,0,1695,0.24379,5,23,0,06
1576,2016.0,2,126.9982892,37.58449959,205.22,1,102,0.42223,5,23,0,04
1577,2016.0,1,126.9713789,37.57247941,20.0,1,1688,0.45298999999999995,5,23,0,05
1578,2016.0,2,126.9680328,37.57580616,5.2,1,691,0.49668,5,23,0,03
1579,2016.0,1,126.95468500000001,37.57573699,40.0,1,1688,0.31742,5,23,0,03
1580,2016.0,2,126.98412420000001,37.56994727,18.18,1,257,0.09247000000000001,5,23,0,01
1581,2016.0,1,126.9679405,37.58100411,2.8,1,1674,0.7689,6,23,0,03
1582,2016.0,2,126.9706747,37.5744295,36.68,1,1187,0.30404000000000003,6,23,0,03
1583,2016.0,1,126.9885101,37.57236515,15.0,1,1665,0.38642,6,23,0,03
1584,2016.0,2,126.95449550000001,37.60003343,3.3,1,1197,1.9793900000000002,6,23,0,03
1585,2016.0,2,126.9731179,37.57062791,16.5,1,616,0.31134,6,23,0,05
1586,2016.0,1,126.9982335,37.57246683,24.32,1,1644,0.33601,7,23,0,01
1587,2016.0,2,126.97849950000001,37.57110996,17.6,1,1037,0.19353,7,23,0,05
1588,2016.0,1,127.01171029999999,37.5723408,13.62,1,1639,0.12219000000000001,7,23,0,04
1589,2016.0,1,127.0190477,37.5783114,6.0,0,1632,0.35359,7,23,0,06
1590,2016.0,1,126.9839168,37.56994805,530.68,1,1625,0.07542,7,23,1,01
1591,2016.0,1,126.98382720000001,37.56994843,198.76,1,1624,0.06825,7,23,1,01
1592,2016.0,2,126.9952342,37.57188477,65.1,0,42,0.31727,7,23,0,03
1593,2016.0,1,126.99779170000001,37.57070232,33.0,1,1618,0.33155999999999997,7,23,0,01
1594,2016.0,1,126.96972269999999,37.57685426,12.0,1,1617,0.3674,7,23,0,03
1595,2016.0,2,126.970078,37.57063807,12.08,1,1042,0.62271,7,23,0,05
1596,2016.0,1,126.97768059999999,37.57069403,17.91,2,1616,0.15397,7,23,0,05
1597,2016.0,2,126.97768059999999,37.57069403,44.94,1,598,0.15397,8,23,0,05
1598,2016.0,1,126.9682385,37.57294799,49.44,1,1611,0.81289,8,23,0,05
1599,2016.0,1,126.979179,37.58321377,44.01,1,1609,0.92784,8,23,0,03
1600,2016.0,2,126.98581200000001,37.56945770000001,42.4,1,8,0.25085999999999997,8,23,0,01
1601,2016.0,1,126.98919479999999,37.58848157,27.41,1,1605,1.3317299999999999,8,23,0,04
1602,2016.0,1,126.97849950000001,37.57110996,51.81,2,1603,0.19353,8,23,0,05
1603,2016.0,1,126.98395649999999,37.58052789,74.12,2,1602,0.46681999999999996,8,23,0,03
1604,2016.0,1,126.9629659,37.59039872,50.22,1,1602,1.42115,8,23,0,03
1605,2016.0,2,126.99759070000002,37.58207876,48.0,1,69,0.38195,8,23,0,04
1606,2016.0,1,126.97185970000001,37.61117596,82.64,1,1596,3.7092699999999996,8,23,0,03
1607,2016.0,2,126.9618508,37.60489177,26.4,1,85,2.68635,8,23,0,03
1608,2016.0,1,126.9977308,37.58545692,20.01,1,1592,0.53115,8,23,0,04
1609,2016.0,1,126.99472560000001,37.57012988,38.3,1,1591,0.2298,8,23,0,03
1610,2016.0,1,126.9590645,37.60138873,29.7,1,1591,2.23406,8,23,0,03
1611,2016.0,2,126.9878416,37.57725094,74.19,1,931,0.22951,8,23,0,03
1612,2016.0,1,126.9822381,37.57730432,92.81,1,1581,0.2945,9,23,0,03
1613,2016.0,2,126.9982892,37.58449959,205.22,1,148,0.42223,9,23,0,04
1614,2016.0,2,126.9817748,37.56911166,23.86,1,791,0.17199,9,23,0,01
1615,2016.0,2,126.9864576,37.57345135,43.3,1,550,0.46343999999999996,9,23,0,01
1616,2016.0,1,126.96493629999999,37.57713539,49.52,1,1561,0.6864600000000001,9,23,0,03
1617,2016.0,2,127.0001381,37.5886044,49.19,1,510,0.51705,9,23,0,04
1618,2016.0,1,126.9764075,37.57475785,13.53,1,1556,0.34623000000000004,9,23,0,05
1619,2016.0,1,126.96518359999999,37.60678774,74.05,1,1548,2.99926,10,23,0,03
1620,2016.0,1,126.9826972,37.56933516,320.64,1,1542,0.10582000000000001,10,23,1,01
1621,2016.0,2,126.9769601,37.57045889,11.55,1,210,0.14044,10,23,0,05
1622,2016.0,1,126.9714134,37.57304739,119.85,1,1535,0.46715,10,23,0,05
1623,2016.0,1,126.9700676,37.57132316,12.0,1,1532,0.56007,10,23,0,05
1624,2016.0,1,126.96280490000001,37.60924775,52.56,1,1528,3.16799,10,23,0,03
1625,2016.0,1,126.9976449,37.58649508,60.0,1,1527,0.62384,10,23,0,04
1626,2016.0,2,126.99341489999999,37.58293791,16.72,1,235,0.7567,10,23,0,04
1627,2016.0,2,126.9760388,37.57106975,42.5,1,700,0.07174,11,23,0,05
1628,2016.0,2,126.9760388,37.57106975,13.09,1,456,0.07174,11,23,0,05
1629,2016.0,1,126.9579143,37.57538155,38.61,1,1520,0.10157000000000001,11,23,0,03
1630,2016.0,2,127.0145023,37.57102503,5.83,0,140,0.29257,11,23,0,06
1631,2016.0,1,126.9959064,37.57915671,36.54,0,1505,0.6189,11,23,0,04
1632,2016.0,1,126.9959064,37.57915671,57.68,0,1505,0.6189,11,23,0,04
1633,2016.0,2,126.96615279999999,37.57835566,26.45,0,828,0.72126,11,23,0,03
1634,2016.0,2,126.9809726,37.57045009,60.09,1,486,0.19216,11,23,0,01
1635,2016.0,1,126.97518980000001,37.5705824,36.8,1,1479,0.15967,12,23,0,05
1636,2016.0,1,127.0198299,37.57371641,5.0,1,1476,0.31209000000000003,12,23,0,06
1637,2016.0,1,126.9809726,37.57045009,23.43,1,1476,0.19216,12,23,0,01
1638,2016.0,1,127.00751310000001,37.57576628,30.41,1,1471,0.53193,12,23,0,04
1639,2016.0,1,126.9809726,37.57045009,20.36,1,1471,0.19216,12,23,0,01
1640,2016.0,2,126.9809726,37.57045009,19.53,1,637,0.19216,12,23,0,01
1641,2016.0,1,126.9809726,37.57045009,46.56,1,1470,0.19216,12,23,0,01
1642,2016.0,1,126.9809726,37.57045009,73.72,0,1470,0.19216,12,23,0,01
1643,2017.0,2,126.99648159999998,37.58331054,16.0,0,805,0.50045,1,23,0,04
1644,2017.0,1,126.9814308,37.56897848,6.0,1,1457,0.20405,1,23,0,01
1645,2017.0,1,126.99982109999999,37.58048117,35.0,1,1457,0.25271,1,23,0,04
1646,2017.0,1,127.0021744,37.5799196,46.15,1,1455,0.23524,1,23,0,04
1647,2017.0,1,126.97873999999999,37.58073149,22.14,1,1455,0.7540399999999999,1,23,0,03
1648,2017.0,1,126.97583519999999,37.61252236,54.23,1,1455,4.02386,1,23,0,03
1649,2017.0,1,126.97583519999999,37.61252236,133.18,1,1455,4.02386,1,23,0,03
1650,2017.0,2,126.9883389,37.57103626,15.72,0,379,0.34228000000000003,1,23,0,03
1651,2017.0,2,126.9982892,37.58449959,100.0,0,381,0.42223,1,23,0,04
1652,2017.0,1,126.9860396,37.57685818,72.53,0,1438,0.06811,1,23,0,03
1653,2017.0,2,126.97042520000001,37.57186416,23.02,2,1435,0.52798,1,23,0,05
1654,2017.0,1,126.9525797,37.60129503,34.15,1,1429,1.47799,2,23,0,03
1655,2017.0,1,126.97004979999998,37.57482587,27.2,1,1422,0.33639,2,23,0,03
1656,2017.0,1,126.97859309999998,37.5698343,47.89,1,1416,0.27844,2,23,0,05
1657,2017.0,1,126.96787240000002,37.61316505,48.0,1,1414,3.7416400000000003,2,23,0,03
1658,2017.0,1,126.99284899999999,37.58579779,18.5,1,1413,0.9030299999999999,2,23,0,04
1659,2017.0,1,126.98919479999999,37.58848157,64.8,1,1410,1.3317299999999999,2,23,0,04
1660,2017.0,2,126.9845884,37.57941912,24.0,1,928,0.33351,2,23,0,03
1661,2017.0,1,127.01404790000001,37.573555,39.01,1,1410,0.20608,2,23,0,06
1662,2017.0,2,126.9878486,37.57452715,27.15,1,875,0.59313,2,23,0,03
1663,2017.0,1,126.97933970000001,37.57180745,37.15,1,1407,0.25887,2,23,0,05
1664,2017.0,1,126.97933970000001,37.57180745,58.8,1,1407,0.25887,2,23,0,05
1665,2017.0,1,126.96884540000002,37.57926671,46.0,1,1407,0.57471,2,23,0,03
1666,2017.0,2,126.98511429999999,37.56985887,323.96,1,677,0.17915,2,23,1,01
1667,2017.0,2,126.99754509999998,37.58234582,66.69,1,35,0.38756,2,23,0,04
1668,2017.0,1,126.99754509999998,37.58234582,135.0,1,1402,0.38756,2,23,0,04
1669,2017.0,2,126.9883389,37.57103626,13.0,0,671,0.34228000000000003,3,23,0,03
1670,2017.0,1,126.9968489,37.582097,54.28,2,1386,0.44733999999999996,3,23,0,04
1671,2017.0,1,126.9643851,37.5688321,35.3,1,1382,0.39589,3,23,1,05
1672,2017.0,1,126.9943843,37.57451814,36.0,1,1382,0.49653,3,23,0,03
1673,2017.0,1,126.9822804,37.56983728,201.64,1,1379,0.08651,3,23,1,01
1674,2017.0,1,126.9643851,37.5688321,46.77,1,1360,0.39589,4,23,0,05
1675,2017.0,1,126.9609172,37.56905484,6.7,1,1359,0.65764,4,23,0,03
1676,2017.0,2,126.9982892,37.58449959,68.0,2,123,0.42223,4,23,0,04
1677,2017.0,2,127.0050311,37.57699809,13.2,0,271,0.73839,4,23,0,01
1678,2017.0,1,126.9700676,37.57132316,41.0,1,1351,0.56007,4,23,0,05
1679,2017.0,1,126.9669287,37.58409019,76.0,0,1347,1.09771,4,23,0,03
1680,2017.0,1,126.99894429999999,37.57421619,32.51,1,1346,0.4281,4,23,0,01
1681,2017.0,1,126.996707,37.58290032,28.0,0,1340,0.46993999999999997,5,23,0,04
1682,2017.0,1,126.9821747,37.56923998,7.0,0,1340,0.13806,5,23,0,01
1683,2017.0,2,126.96787659999998,37.60730354,24.49,0,323,3.16059,5,23,1,03
1684,2017.0,1,127.00065249999999,37.58249214,159.56,1,1325,0.1235,5,23,0,04
1685,2017.0,1,126.9836606,37.57887021,13.2,1,1323,0.30641999999999997,5,23,0,03
1686,2017.0,1,126.98371029999998,37.57986589,18.0,1,1322,0.40415999999999996,5,23,0,03
1687,2017.0,2,126.96541140000001,37.58043721,3.3,1,360,0.89261,5,23,0,03
1688,2017.0,1,126.96418899999999,37.58085718,34.19,1,1316,0.9004200000000001,5,23,0,03
1689,2017.0,1,126.998827,37.57409272,132.23,1,1312,0.42233000000000004,5,23,0,01
1690,2017.0,2,126.9769601,37.57045889,22.1,1,547,0.14044,5,23,0,05
1691,2017.0,2,126.9672098,37.58182468,213.32,1,151,0.88007,6,23,0,03
1692,2017.0,1,126.9992625,37.58270651,193.0,1,1303,0.24649000000000001,6,23,0,04
1693,2017.0,2,126.976128,37.57390936,140.8,1,370,0.25311,6,23,0,05
1694,2017.0,1,126.9718858,37.61177297,10.0,1,1303,3.7675400000000003,6,23,0,03
1695,2017.0,2,126.9693553,37.57262072,20.18,1,179,0.63112,6,23,0,05
1696,2017.0,2,126.9668696,37.5795814,23.0,1,927,0.73275,6,23,0,03
1697,2017.0,1,126.97823229999999,37.57819531,71.73,1,1298,0.66103,6,23,0,03
1698,2017.0,1,126.9999211,37.58159065,96.52,1,1298,0.18306,6,23,0,04
1699,2017.0,1,126.98620259999998,37.57053557,16.5,1,1294,0.27271,6,23,0,01
1700,2017.0,1,126.9787858,37.58368625,53.27,1,1288,0.9907,6,23,0,03
