,자치구명,행정동명,년도,인허가일자,폐업일자,영업상태코드,영업상태명,사업장명,X,Y,시설총규모,규모분기,총층수1,업소위치분기,영업기간,당월_매출_금액,당월_매출_건수,점포수,cluster_id,역이름,SX,SY,호선,distance,d_code
6383,광진구,자양제4동,2016,2016-05-04,2020-12-31,1,영업,랭스터디카페(Lang.study cafe)건,127.0662555,37.53906743,138.0,10,1.0,1,1702,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.29902,2
6384,광진구,중곡제3동,2016,2016-05-13,2020-12-31,1,영업,커피마마,127.0805535,37.57018638,59.4,6,1.0,1,1693,68805019.0,10187.0,2.0,211.0,중곡역,127.084258,37.56586804,07호선,0.58067,3
6385,광진구,구의제1동,2016,2016-05-23,2016-08-11,2,폐업,모터러스,127.08145449999999,37.54345626,52.44,5,1.0,1,80,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.81426,4
6386,광진구,중곡제4동,2016,2016-05-24,2020-12-31,1,영업,지에스25(GS25광진마루),127.0918787,37.5597195,6.6,1,1.0,1,1682,98939710.0,15084.0,7.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.8562799999999999,4
6387,광진구,자양제3동,2016,2016-05-26,2016-07-25,2,폐업,내마음속의미니벨로,127.07082820000001,37.53088903,38.0,4,1.0,1,60,6692785.0,692.0,5.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.36504000000000003,2
6388,광진구,화양동,2016,2016-05-27,2016-11-04,2,폐업,라푸르타(La Frutta),127.0652165,37.54610337,29.8,3,1.0,1,161,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.7253,4
6389,광진구,자양제4동,2016,2016-06-03,2016-06-30,2,폐업,쉐어티,127.06824669999999,37.53878862,9.9,1,1.0,1,27,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.19777999999999998,1
6390,광진구,중곡제1동,2016,2016-06-07,2020-12-31,1,영업,시드누아중곡점,127.0881855,37.55439228,163.9,10,1.0,1,1668,52851410.0,6571.0,7.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.2682,1
6393,광진구,자양제4동,2016,2016-07-08,2020-12-31,1,영업,심리카페멘토건대,127.06417979999999,37.54037544,97.0,8,1.0,1,1637,145085699.0,14115.0,8.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.44288999999999995,2
6394,광진구,자양제4동,2016,2016-07-19,2020-12-31,1,영업,ㅋ오엔지(ONG),127.0631275,37.53752578,33.0,4,1.0,1,1626,49849586.0,11881.0,6.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.62363,3
6396,광진구,자양제4동,2016,2016-07-28,2016-09-30,2,폐업,제주스,127.06824669999999,37.53878862,29.7,3,1.0,1,64,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.19777999999999998,1
6397,광진구,화양동,2016,2016-07-28,2017-06-02,2,폐업,(주)더스토리존(미스테리커피존),127.0634963,37.54167426,20.13,2,1.0,1,309,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.52278,3
6398,광진구,능동,2016,2016-08-16,2019-11-14,2,폐업,자리(주)어린이대공원점1층,127.07868400000001,37.54958915,207.24,10,1.0,1,1185,22951144.0,3444.0,9.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.40054,2
6399,광진구,중곡제1동,2016,2016-08-29,2018-05-01,2,폐업,열받은커피콩,127.07461029999999,37.56477352,33.0,4,1.0,1,610,145085699.0,14115.0,8.0,211.0,중곡역,127.084258,37.56586804,07호선,0.85901,4
6400,광진구,중곡제4동,2016,2016-09-02,2020-12-31,1,영업,번스(BUNCE),127.08349650000001,37.56807501,26.4,3,1.0,1,1581,77435542.0,12644.0,6.0,211.0,중곡역,127.084258,37.56586804,07호선,0.25442,1
6401,광진구,중곡제1동,2016,2016-09-27,2018-03-23,2,폐업,커피뎁(coffee dep),127.0745129,37.55929883,64.0,6,1.0,1,542,68805019.0,10187.0,2.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.49996,3
6402,광진구,중곡제1동,2016,2016-10-20,2020-12-31,1,영업,스윗블랙,127.079379,37.55735109,92.56,8,1.0,1,1533,52851410.0,6571.0,7.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.02461,1
6403,광진구,화양동,2016,2016-10-28,2020-12-31,2,폐업,놀숲 어린이대공원점,127.06958329999999,37.54456886,22.3,2,1.0,1,1525,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.46503,3
6404,광진구,자양제3동,2016,2016-10-31,2020-12-31,1,영업,숲숲커피,127.07394409999999,37.53789512,30.4,3,1.0,1,1522,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.5021800000000001,3
6405,광진구,자양제3동,2016,2016-11-07,2019-08-07,2,폐업,더카페이마트자양점,127.06974199999999,37.53780314,18.49,2,1.0,1,1003,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.29238000000000003,2
6406,광진구,중곡제1동,2016,2016-11-07,2017-11-10,2,폐업,룸포커피,127.0768511,37.56281872,19.83,2,1.0,1,368,68805019.0,10187.0,2.0,211.0,중곡역,127.084258,37.56586804,07호선,0.73565,4
6407,광진구,화양동,2016,2016-11-28,2019-08-30,2,폐업,매머드익스프레스건대역점,127.06545729999999,37.54123111,26.4,3,1.0,1,1005,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.34299999999999997,2
6408,광진구,구의제1동,2016,2016-12-12,2020-12-31,1,영업,위붕카페,127.08684769999999,37.55038027,9.9,1,1.0,2,1480,52851410.0,6571.0,7.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.3163,2
6409,광진구,화양동,2016,2016-12-19,2019-03-13,2,폐업,까페앨리스,127.0659189,37.54502192,25.0,3,1.0,2,814,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.59011,3
6410,광진구,구의제3동,2016,2016-12-20,2018-12-07,2,폐업,마고,127.09473100000001,37.53739771,22.11,2,1.0,2,717,9937816.0,997.0,5.0,7.0,강변역,127.094723,37.53511805,02호선,0.25349,1
6412,광진구,자양제3동,2017,2017-01-05,2020-12-31,1,영업,힐링초이스뚝섬유원지점,127.06517020000001,37.5329892,97.96,8,1.0,1,1456,22951144.0,3444.0,9.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.21344000000000002,1
6413,광진구,광장동,2017,2017-01-09,2020-12-31,1,영업,다기전,127.10805690000001,37.55161856,23.04,2,1.0,1,1452,138321069.0,19864.0,7.0,16.0,광나루역,127.1035169,37.54529197,05호선,0.80937,4
6415,광진구,광장동,2017,2017-02-28,2018-09-28,2,폐업,커피커플(ccooffee),127.0984773,37.54209027,33.0,4,1.0,1,577,138321069.0,19864.0,7.0,16.0,광나루역,127.1035169,37.54529197,05호선,0.56935,3
6416,광진구,능동,2017,2017-03-06,2020-12-31,1,영업,제이니씨(jnissi),127.0782895,37.5542984,42.37,5,1.0,1,1396,22951144.0,3444.0,9.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.33438,2
6418,광진구,자양제4동,2017,2017-03-16,2020-12-31,1,영업,키키앤리,127.0595699,37.53665479,52.2,5,1.0,1,1386,49849586.0,11881.0,6.0,122.0,성수역,127.05605790000001,37.54458522,02호선,0.93461,4
6419,광진구,자양제4동,2017,2017-03-21,2017-09-04,2,폐업,에딸프,127.06305959999999,37.54115165,22.05,2,1.0,1,167,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.5481,3
6420,광진구,광장동,2017,2017-03-23,2020-12-31,1,영업,눈,127.100378,37.54150019,18.0,2,1.0,1,1379,138321069.0,19864.0,7.0,16.0,광나루역,127.1035169,37.54529197,05호선,0.50434,3
6421,광진구,능동,2017,2017-03-29,2020-12-31,1,영업,투썸플레이스아차산역점,127.0852763,37.55330281,283.62,10,1.0,1,1373,52851410.0,6571.0,7.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.39578,2
6423,광진구,능동,2017,2017-04-07,2018-01-25,2,폐업,어슬렁정거장,127.07868400000001,37.54958915,88.92,8,1.0,1,293,22951144.0,3444.0,9.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.40054,2
6425,광진구,자양제1동,2017,2017-05-02,2018-11-29,2,폐업,호잇커피&핫도그구의역점,127.0800916,37.53788687,33.61,4,1.0,1,576,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.54215,3
6427,광진구,구의제2동,2017,2017-05-23,2020-12-31,1,영업,지오갤러리&카페,127.0875202,37.55201637,62.05,6,1.0,1,1318,52851410.0,6571.0,7.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.18168,1
6428,광진구,자양제2동,2017,2017-05-23,2020-12-31,1,영업,카페욜로(CAFE YOLO),127.08194009999998,37.53138078,37.95,4,1.0,1,1318,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.7431800000000001,4
6429,광진구,광장동,2017,2017-05-25,2020-12-31,1,영업,덤,127.1014268,37.54607298,18.0,2,1.0,1,1316,138321069.0,19864.0,7.0,16.0,광나루역,127.1035169,37.54529197,05호선,0.20371,1
6430,광진구,중곡제4동,2017,2017-06-12,2018-06-04,2,폐업,그카페,127.08544109999998,37.56210186,33.0,4,1.0,1,357,77435542.0,12644.0,6.0,211.0,중곡역,127.084258,37.56586804,07호선,0.43157,2
6431,광진구,광장동,2017,2017-06-13,2020-12-31,1,영업,헬로방방,127.10366140000001,37.55052487,23.1,2,1.0,2,1297,138321069.0,19864.0,7.0,16.0,광나루역,127.1035169,37.54529197,05호선,0.58201,3
6432,광진구,광장동,2017,2017-06-21,2020-12-31,1,영업,카페동선,127.1037554,37.54704414,70.0,7,1.0,1,1289,138321069.0,19864.0,7.0,16.0,광나루역,127.1035169,37.54529197,05호선,0.19596,1
6433,광진구,중곡제2동,2017,2017-06-21,2020-12-31,1,영업,리나앤세실(Lina & Cecil),127.08376609999999,37.55510018,60.0,6,1.0,1,1289,77435542.0,12644.0,6.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.60173,3
6434,광진구,구의제1동,2017,2017-06-23,2019-02-27,2,폐업,단순,127.08306440000001,37.53979716,25.0,3,1.0,1,614,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.40125,2
6436,광진구,능동,2017,2017-07-14,2020-12-31,2,폐업,오롯이정성,127.07797250000002,37.5544228,21.8,2,1.0,0,1266,52851410.0,6571.0,7.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.33158000000000004,2
6437,광진구,자양제4동,2017,2017-08-09,2018-04-30,2,폐업,에어건빵 건대점,127.06685870000001,37.53947297,9.9,1,1.0,1,264,145085699.0,14115.0,8.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.23085,1
6438,광진구,중곡제4동,2017,2017-08-14,2020-12-31,1,영업,서현플라워&카페,127.0857512,37.55645379,20.0,2,1.0,1,1235,77435542.0,12644.0,6.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.5764100000000001,3
6439,광진구,화양동,2017,2017-09-08,2018-07-20,2,폐업,불독커피 건대점,127.07235790000001,37.54523391,27.72,3,1.0,1,315,9937816.0,997.0,5.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.36248,2
6440,광진구,화양동,2017,2017-09-08,2020-12-31,1,영업,지에스25건대시티,127.0634963,37.54167426,6.6,1,1.0,0,1210,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.52278,3
6441,광진구,구의제1동,2017,2017-09-12,2020-12-31,1,영업,플랍스,127.09019939999999,37.55415927,21.0,2,1.0,1,1206,35983478.0,5338.0,5.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.22058000000000003,1
6443,광진구,구의제1동,2017,2017-09-28,2020-12-31,1,영업,커피베이구의점,127.08088810000001,37.54224258,148.0,10,1.0,1,1190,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.73234,4
6444,광진구,구의제2동,2017,2017-09-29,2020-12-31,1,영업,카페다소,127.0809492,37.54282347,101.25,9,1.0,1,1189,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.7800600000000001,4
6445,광진구,자양제1동,2017,2017-09-29,2018-02-28,2,폐업,247커피,127.06588640000001,37.53415688,20.0,2,1.0,1,152,22951144.0,3444.0,9.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.30012,2
6448,광진구,중곡제1동,2017,2017-11-10,2018-05-24,2,폐업,모데라토(MODERATO),127.0768511,37.56281872,19.83,2,1.0,0,195,68805019.0,10187.0,2.0,211.0,중곡역,127.084258,37.56586804,07호선,0.73565,4
6449,광진구,중곡제1동,2017,2017-11-10,2020-12-31,1,영업,커피모네(Coffee Monet),127.07734609999999,37.56517791,56.2,6,1.0,1,1147,68805019.0,10187.0,2.0,211.0,중곡역,127.084258,37.56586804,07호선,0.61402,3
6450,광진구,구의제2동,2017,2017-11-20,2020-12-31,1,영업,엑소엑소,127.08471979999999,37.54779959,18.36,2,1.0,1,1137,35983478.0,5338.0,5.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.65276,3
6452,광진구,광장동,2017,2017-12-06,2020-12-31,1,영업,있소커피,127.1008743,37.54670244,84.21,8,1.0,1,1121,138321069.0,19864.0,7.0,16.0,광나루역,127.1035169,37.54529197,05호선,0.28085,1
6453,광진구,자양제3동,2017,2017-12-06,2020-12-31,1,영업,우즈오븐(woods oven),127.06715009999999,37.5318459,68.75,7,1.0,1,1121,49849586.0,11881.0,6.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.04665,1
6454,광진구,중곡제2동,2017,2017-12-07,2020-12-31,1,영업,바리스타나눔,127.08432350000001,37.55481948,66.0,7,1.0,1,1120,52851410.0,6571.0,7.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.54352,3
6459,광진구,중곡제1동,2018,2018-01-15,2019-01-14,2,폐업,카페152(Caphe152),127.0888235,37.55850772,36.58,4,1.0,1,364,98939710.0,15084.0,7.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.69985,3
6461,광진구,군자동,2018,2018-01-19,2020-12-31,1,영업,커피베이군자점,127.07239109999999,37.55842206,90.0,8,1.0,1,1077,52851410.0,6571.0,7.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.6419600000000001,3
6462,광진구,자양제1동,2018,2018-01-22,2020-12-31,1,영업,샤츠인젤,127.0651863,37.53828519,22.88,2,1.0,1,1074,145085699.0,14115.0,8.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.42496000000000006,2
6463,광진구,능동,2018,2018-01-29,2020-12-31,1,영업,킹콩주스엔청춘핫도그 어린이대공,127.07868400000001,37.54958915,88.92,8,1.0,1,1067,22951144.0,3444.0,9.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.40054,2
6464,광진구,자양제3동,2018,2018-01-30,2019-11-22,2,폐업,퓨로쥬스건대점,127.06404429999999,37.53978778,39.0,4,1.0,1,661,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.45986000000000005,3
6466,광진구,자양제1동,2018,2018-02-02,2020-12-31,1,영업,이튼104(ETON104),127.06627409999999,37.53550517,50.94,5,1.0,1,1063,22951144.0,3444.0,9.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.44186000000000003,2
6467,광진구,군자동,2018,2018-02-09,2018-08-07,2,폐업,커피나라,127.06987040000001,37.55525858,21.0,2,1.0,1,179,145085699.0,14115.0,8.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.9156,4
6468,광진구,구의제1동,2018,2018-02-22,2018-08-10,2,폐업,후르츠판다,127.0857858,37.54512684,72.72,7,1.0,1,169,9937816.0,997.0,5.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.85824,4
6469,광진구,구의제1동,2018,2018-02-27,2020-12-31,1,영업,이나디토(inaudito),127.0817017,37.53968785,26.44,3,1.0,1,1038,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.48403999999999997,3
6470,광진구,자양제1동,2018,2018-03-02,2020-12-31,1,영업,247커피,127.06588640000001,37.53415688,20.0,2,1.0,0,1035,22951144.0,3444.0,9.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.30012,2
6471,광진구,중곡제1동,2018,2018-03-02,2020-12-31,1,영업,알틴(Altin),127.0819281,37.56643487,36.94,4,1.0,1,1035,22951144.0,3444.0,9.0,211.0,중곡역,127.084258,37.56586804,07호선,0.21481,1
6472,광진구,구의제1동,2018,2018-03-07,2020-12-31,1,영업,까페라라,127.08140729999998,37.53949105,23.56,2,1.0,1,1030,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.49357,3
6473,광진구,구의제3동,2018,2018-03-14,2020-12-31,1,영업,노벨티(novelty),127.092984,37.53862747,31.2,3,1.0,1,1023,9937816.0,997.0,5.0,7.0,강변역,127.094723,37.53511805,02호선,0.41927,2
6474,광진구,화양동,2018,2018-03-16,2020-12-31,1,영업,화커피(WHA COFFEE),127.0708351,37.54254117,49.5,5,1.0,1,1021,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.27843,1
6475,광진구,군자동,2018,2018-03-19,2020-12-31,1,영업,달나라고양이,127.0709952,37.55340289,26.3,3,1.0,1,1018,22951144.0,3444.0,9.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.6868,3
6476,광진구,자양제1동,2018,2018-03-22,2020-12-31,1,영업,카페드라이(Kafe drei),127.06422340000002,37.54071066,58.84,6,1.0,1,1015,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.44041,2
6477,광진구,광장동,2018,2018-03-23,2019-01-22,2,폐업,행복카페하늘,127.103622,37.54618912,70.55,7,1.0,1,305,78902510.0,12419.0,6.0,16.0,광나루역,127.1035169,37.54529197,05호선,0.10019,1
6478,광진구,자양제1동,2018,2018-03-26,2019-02-19,2,폐업,르브레드랩 건대커먼그라운드점,127.06305959999999,37.54115165,21.83,2,1.0,1,330,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.5481,3
6479,광진구,자양제1동,2018,2018-03-29,2019-02-27,2,폐업,일팔공커피,127.06305959999999,37.54115165,94.5,8,1.0,1,335,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.5481,3
6480,광진구,화양동,2018,2018-03-30,2020-12-31,1,영업,커피나무건대역점,127.06815490000001,37.54170835,248.0,10,1.0,1,1007,145085699.0,14115.0,8.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.17257,1
6481,광진구,화양동,2018,2018-04-05,2020-12-31,1,영업,파고커피(PAGO COFFEE),127.07310770000001,37.545158799999996,25.0,3,1.0,1,1001,22951144.0,3444.0,9.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.33801,2
6483,광진구,중곡제1동,2018,2018-04-10,2020-12-31,1,영업,커피베이중곡점,127.07902469999999,37.56458969,44.2,5,1.0,1,996,98939710.0,15084.0,7.0,211.0,중곡역,127.084258,37.56586804,07호선,0.48267,3
6485,광진구,자양제1동,2018,2018-04-12,2020-12-31,1,영업,데이오프(day_off),127.0604832,37.53597771,19.8,2,1.0,2,994,145085699.0,14115.0,8.0,122.0,성수역,127.05605790000001,37.54458522,02호선,1.03359,4
6486,광진구,화양동,2018,2018-04-12,2020-12-31,1,영업,나인원,127.0669899,37.54216018,101.0,9,1.0,1,994,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.27655,1
6488,광진구,구의제1동,2018,2018-04-13,2019-07-01,2,폐업,카페이레,127.08679120000001,37.54740674,23.1,2,1.0,1,444,52851410.0,6571.0,7.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.59043,3
6490,광진구,자양제1동,2018,2018-04-17,2020-12-31,1,영업,이디야(건대스타시티2호점),127.06824669999999,37.53878862,34.19,4,1.0,2,989,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.19777999999999998,1
6491,광진구,자양제1동,2018,2018-04-23,2020-12-31,1,영업,옐로우스케치(YELLOWSKETCH),127.07388759999999,37.53614297,120.12,9,1.0,2,983,6692785.0,692.0,5.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.80882,4
6492,광진구,능동,2018,2018-04-23,2020-12-31,1,영업,체리커피,127.07579399999999,37.55513565,203.66,10,1.0,1,983,22951144.0,3444.0,9.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.3957,2
6493,광진구,광장동,2018,2018-04-24,2020-12-31,1,영업,레이디핑거,127.10805690000001,37.55161856,237.72,10,1.0,1,982,138321069.0,19864.0,7.0,16.0,광나루역,127.1035169,37.54529197,05호선,0.80937,4
6494,광진구,자양제1동,2018,2018-04-27,2020-12-31,1,영업,뢰베,127.07053229999998,37.5309359,39.0,4,1.0,1,979,6692785.0,692.0,5.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.33843,2
6496,광진구,중곡제1동,2018,2018-05-09,2020-12-31,1,영업,영롱,127.08374750000002,37.5576821,30.0,3,1.0,1,967,52851410.0,6571.0,7.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.37951999999999997,2
6497,광진구,자양제1동,2018,2018-05-09,2020-12-31,1,영업,오로라,127.07623390000002,37.53230681,23.63,2,1.0,1,967,49849586.0,11881.0,6.0,69.0,뚝섬유원지역,127.0667736,37.53155118,07호선,0.83842,4
6499,광진구,구의제1동,2018,2018-05-23,2020-12-31,1,영업,금두꺼비다방,127.09118899999999,37.55217505,22.7,2,1.0,1,953,35983478.0,5338.0,5.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.14365999999999998,1
6500,광진구,자양제1동,2018,2018-05-24,2020-12-31,1,영업,해피니스디저트,127.06388229999999,37.5383786,25.0,3,1.0,1,952,49849586.0,11881.0,6.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.52007,3
6501,광진구,중곡제1동,2018,2018-06-04,2018-06-22,2,폐업,그카페,127.08544109999998,37.56210186,33.0,4,1.0,1,18,77435542.0,12644.0,6.0,211.0,중곡역,127.084258,37.56586804,07호선,0.43157,2
6502,광진구,중곡제1동,2018,2018-06-04,2020-12-31,1,영업,에케(Ecke),127.08502340000001,37.56347711,58.0,6,1.0,1,941,77435542.0,12644.0,6.0,211.0,중곡역,127.084258,37.56586804,07호선,0.27429000000000003,1
6503,광진구,중곡제1동,2018,2018-06-07,2020-12-31,1,영업,어나더쏭,127.08383970000001,37.55930733,82.0,8,1.0,1,938,98939710.0,15084.0,7.0,28.0,군자역,127.07949479999999,37.557149700000004,05호선,0.45193,2
6504,광진구,자양제1동,2018,2018-06-07,2019-03-05,2,폐업,너나들,127.0786384,37.5377049,15.2,2,1.0,1,271,138321069.0,19864.0,7.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.66699,3
6506,광진구,구의제1동,2018,2018-06-18,2018-08-30,2,폐업,카페드리머스,127.0923425,37.54045641,35.66,4,1.0,1,73,138321069.0,19864.0,7.0,7.0,강변역,127.094723,37.53511805,02호선,0.62961,3
6507,광진구,화양동,2018,2018-06-20,2019-03-28,2,폐업,브라이트 건대점,127.0650429,37.54114919,11.37,1,1.0,1,281,138321069.0,19864.0,7.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.37618,2
6508,광진구,화양동,2018,2018-06-22,2020-12-31,1,영업,리플커피건국대점,127.07342849999999,37.54545839,27.76,3,1.0,1,923,9937816.0,997.0,5.0,163.0,어린이대공원역,127.07464170000002,37.54794467,07호선,0.29643,2
6509,광진구,구의제1동,2018,2018-06-26,2018-11-23,2,폐업,샤빙수,127.0808389,37.53864793,33.0,4,1.0,1,150,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.49843999999999994,3
6510,광진구,중곡제1동,2018,2018-07-04,2020-12-31,1,영업,커피베이 중곡대원점,127.08379620000001,37.56335531,47.06,5,1.0,1,911,77435542.0,12644.0,6.0,211.0,중곡역,127.084258,37.56586804,07호선,0.28235,1
6511,광진구,능동,2018,2018-07-09,2020-12-31,1,영업,블레이크커피,127.0852025,37.55232326,42.0,5,1.0,0,906,52851410.0,6571.0,7.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.38438,2
6513,광진구,구의제1동,2018,2018-07-17,2020-12-31,1,영업,카페블리스,127.0820457,37.540487799999994,24.0,3,1.0,0,898,138321069.0,19864.0,7.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.51885,3
6520,광진구,구의제1동,2018,2018-08-10,2020-12-31,1,영업,홍과자점,127.091394,37.54083597,28.0,3,1.0,2,874,138321069.0,19864.0,7.0,7.0,강변역,127.094723,37.53511805,02호선,0.70029,3
6521,광진구,자양제1동,2018,2018-08-20,2020-12-31,1,영업,꽃사랑커피하우스,127.07828729999999,37.5352982,18.0,2,1.0,2,864,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.72541,4
6522,광진구,자양제1동,2018,2018-08-20,2020-12-31,1,영업,케익다방,127.06524909999999,37.54021432,76.5,7,1.0,1,864,145085699.0,14115.0,8.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.3492,2
6523,광진구,능동,2018,2018-08-21,2020-12-31,1,영업,알로화,127.0827002,37.55179758,21.68,2,1.0,1,863,52851410.0,6571.0,7.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.60687,3
6524,광진구,화양동,2018,2018-08-22,2020-12-31,2,폐업,둘세츄,127.0690707,37.54341587,35.0,4,1.0,1,862,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.33582,2
6525,광진구,구의제1동,2018,2018-08-23,2020-12-31,1,영업,방추리,127.0807423,37.541606,23.1,2,1.0,1,861,35983478.0,5338.0,5.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.6881,3
6526,광진구,중곡제1동,2018,2018-09-03,2019-12-17,2,폐업,오늘의10가지,127.07755120000002,37.56310851,29.0,3,1.0,1,470,98939710.0,15084.0,7.0,211.0,중곡역,127.084258,37.56586804,07호선,0.66603,3
6527,광진구,화양동,2018,2018-09-03,2020-12-31,2,폐업,혜윰마실,127.0670102,37.54350265,66.0,7,1.0,1,850,22951144.0,3444.0,9.0,9.0,건대입구역,127.06920290000001,37.54039761,02호선,0.3957,2
6528,광진구,구의제2동,2018,2018-09-04,2020-12-31,1,영업,퐁당(fondant),127.0875764,37.55252597,50.0,5,1.0,1,849,35983478.0,5338.0,5.0,152.0,아차산역,127.0895615,37.55224106,05호선,0.17784,1
6529,광진구,자양제2동,2018,2018-09-04,2020-12-31,1,영업,커피진심,127.0781439,37.53105253,13.0,1,1.0,1,849,49849586.0,11881.0,6.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.98103,4
6530,광진구,구의제3동,2018,2018-09-06,2020-12-31,1,영업,델트(DELT),127.09154869999999,37.53765311,35.58,4,1.0,1,847,9937816.0,997.0,5.0,7.0,강변역,127.094723,37.53511805,02호선,0.39724,2
6531,광진구,자양제1동,2018,2018-09-10,2019-10-04,2,폐업,카페코츠(CAFE COTS),127.0797429,37.5364341,39.7,4,1.0,1,389,138321069.0,19864.0,7.0,25.0,구의역,127.08617179999999,37.53716086,02호선,0.5725899999999999,3
