,자치구명,행정동명,년도,인허가일자,폐업일자,영업상태코드,영업상태명,사업장명,X,Y,시설총규모,규모분기,총층수1,업소위치분기,영업기간,당월_매출_금액,당월_매출_건수,점포수,cluster_id,역이름,SX,SY,호선,distance,d_code
26724,강남구,역삼1동,1993,1993-03-17,2020-12-31,1,영업,임비스강남점,127.02298970000001,37.50312041,42.6,5,1.0,1,10151,132360081.0,23337.0,13.0,134.0,신논현역,127.02546940000002,37.50480751,09호선,0.28817,1
26735,강남구,역삼1동,1993,1993-01-04,2020-12-31,1,영업,파스커니,127.03524909999999,37.4973643,150.34,10,1.0,0,10223,51635127.0,7684.0,4.0,167.0,역삼역,127.03646040000001,37.50066001,02호선,0.38173,2
26778,강남구,청담동,1993,1993-05-11,2020-12-31,1,영업,그라시아,127.0547369,37.52087089,34.15,4,1.0,0,10096,816992682.0,61464.0,7.0,220.0,청담역,127.05370890000002,37.51944838,07호선,0.18232,1
26786,강남구,신사동,1993,1993-04-07,2020-12-31,1,영업,마농,127.0175216,37.51833139,21.13,2,1.0,1,10130,446885705.0,72527.0,6.0,143.0,신사역,127.02029270000001,37.51643147,03호선,0.32305,2
26800,강남구,역삼2동,1993,1993-12-31,2020-12-31,1,영업,도토루역삼점,127.03728729999999,37.50064164,74.2,7,1.0,1,9862,473480708.0,63909.0,12.0,167.0,역삼역,127.03646040000001,37.50066001,02호선,0.07297000000000001,1
26801,강남구,논현1동,1993,1993-12-29,2013-03-20,2,폐업,러벰버,127.01864779999998,37.51206279,107.18,9,1.0,1,7021,446885705.0,72527.0,6.0,46.0,논현역,127.0216486,37.51118739,07호선,0.28201,1
26893,강남구,역삼1동,1993,1993-09-04,2020-12-31,1,영업,용휴게소,127.0359813,37.495927,75.3,7,1.0,0,9980,51635127.0,7684.0,4.0,167.0,역삼역,127.03646040000001,37.50066001,02호선,0.52798,3
26931,강남구,역삼1동,1993,1993-07-23,2020-12-31,1,영업,원기찻집,127.044554,37.50464535,54.99,6,1.0,1,10023,473480708.0,63909.0,12.0,118.0,선릉역,127.04894809999999,37.50449378,02호선,0.38798,2
26960,강남구,삼성1동,1994,1994-12-17,2020-12-31,1,영업,적천,127.0606381,37.51072611,22.54,2,1.0,1,9511,366016113.0,48812.0,9.0,95.0,봉은사역,127.0602203,37.51423744,09호선,0.39218000000000003,2
26974,강남구,청담동,1994,1994-10-22,2018-10-05,2,폐업,테라스,127.05405590000001,37.52143845,38.95,4,3.0,1,8749,366016113.0,48812.0,9.0,220.0,청담역,127.05370890000002,37.51944838,07호선,0.22339,1
26980,강남구,신사동,1994,1994-11-14,2019-06-10,2,폐업,백제커피숍,127.0248928,37.52031338,83.7,8,1.0,1,8974,51635127.0,7684.0,4.0,143.0,신사역,127.02029270000001,37.51643147,03호선,0.59238,3
27037,강남구,압구정동,1994,1994-05-04,2020-12-31,1,영업,빅뱅,127.03730379999999,37.52722951,182.62,10,1.0,1,9738,247866550.0,29804.0,4.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.78199,4
27080,강남구,삼성2동,1994,1994-06-14,2020-12-31,1,영업,씨엔씨,127.0524898,37.50838394,69.28,7,1.0,1,9697,84794681.0,13615.0,1.0,102.0,삼성중앙역,127.05302560000001,37.51296146,09호선,0.5111899999999999,3
27096,강남구,청담동,1995,1995-11-18,2020-12-31,1,영업,다원전통차,127.0385979,37.51757038,26.4,3,1.0,1,9175,21276371.0,2094.0,7.0,3.0,강남구청역,127.0412872,37.51720086,07호선,0.24072,1
27109,강남구,도곡1동,1995,1995-04-28,2020-12-31,1,영업,뱅뱅플라자,127.02965859999999,37.48949426,58.76,6,1.0,2,9379,395122662.0,49834.0,18.0,4.0,강남역,127.0279777,37.49808544,02호선,0.9667399999999999,4
27110,강남구,압구정동,1995,1995-05-11,2020-12-31,1,영업,에이에프히치콕,127.03607360000001,37.52528077,105.78,9,1.0,2,9366,106899946.0,13295.0,7.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.6823899999999999,3
27111,강남구,논현2동,1995,1995-05-15,2020-12-31,1,영업,성원,127.03320520000001,37.52040723,43.38,5,1.0,0,9362,1000434791.0,135170.0,31.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.79368,4
27123,강남구,삼성1동,1995,1995-02-10,2020-12-31,1,영업,다인커피샵,127.062487,37.51384349,110.63,9,1.0,0,9456,2448340.0,291.0,2.0,95.0,봉은사역,127.0602203,37.51423744,09호선,0.20467,1
27150,강남구,역삼1동,1996,1996-12-26,2020-12-31,1,영업,라퓨타,127.02590819999999,37.49624876,154.58,10,1.0,2,8771,446885705.0,72527.0,6.0,4.0,강남역,127.0279777,37.49808544,02호선,0.27394,1
27173,강남구,삼성1동,1996,1996-08-21,2020-12-31,1,영업,라크라포,127.0568285,37.50859528,25.25,3,1.0,1,8898,473480708.0,63909.0,12.0,102.0,삼성중앙역,127.05302560000001,37.51296146,09호선,0.5901,3
27197,강남구,논현2동,1996,1996-12-12,2020-12-31,1,영업,씨네하우스,127.0325659,37.52157816,21.76,2,1.0,1,8785,9598312.0,1254.0,2.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.65357,3
27209,강남구,신사동,1997,1997-12-31,2020-12-31,1,영업,블루,127.0250355,37.53302672,32.4,4,1.0,1,8401,733700490.0,46043.0,13.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.7884800000000001,4
27210,강남구,일원1동,1997,1997-05-03,2020-12-31,1,영업,유림,127.08206670000001,37.49264684,20.74,2,1.0,1,8643,219000194.0,25915.0,7.0,51.0,대청역,127.0795179,37.49370112,03호선,0.25359,1
27227,강남구,논현1동,1997,1997-05-01,2020-12-31,1,영업,아이리쉬,127.02099309999998,37.51689341,44.8,5,1.0,0,8645,36909607.0,2841.0,4.0,143.0,신사역,127.02029270000001,37.51643147,03호선,0.08034,1
27235,강남구,도곡1동,1997,1997-01-20,2020-12-31,1,영업,걸리버여행기,127.03730159999998,37.49185911,113.07,9,1.0,1,8746,395122662.0,49834.0,18.0,167.0,역삼역,127.03646040000001,37.50066001,02호선,0.9814299999999999,4
27246,강남구,역삼1동,1998,1998-06-16,2020-12-31,1,영업,상록플라자서울상록회관,127.04026979999999,37.50385993,168.11,10,1.0,1,8234,1000434791.0,135170.0,31.0,167.0,역삼역,127.03646040000001,37.50066001,02호선,0.48941999999999997,3
27249,강남구,압구정동,1998,1998-07-30,2020-12-31,1,영업,일로뜨,127.03335530000001,37.52785996,89.46,8,0.0,0,8190,1000434791.0,135170.0,31.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.45581000000000005,3
27250,강남구,논현1동,1998,1998-08-26,2020-12-31,1,영업,동림커피숍,127.0342574,37.52071736,48.36,5,1.0,1,8163,36909607.0,2841.0,4.0,3.0,강남구청역,127.0412872,37.51720086,07호선,0.7329899999999999,4
27251,강남구,압구정동,1998,1998-09-16,2018-02-19,2,폐업,써니케익커리,127.03515049999999,37.52786774,79.04,7,0.0,1,7096,733700490.0,46043.0,13.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.60749,3
27259,강남구,논현2동,1998,1998-02-16,2020-12-31,1,영업,위드커피,127.032408,37.5190752,55.25,6,1.0,1,8354,1000434791.0,135170.0,31.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.8935799999999999,4
27263,강남구,삼성2동,1998,1998-04-01,2020-12-31,1,영업,자이언트커피숍,127.04680900000001,37.51243593,84.64,8,1.0,1,8310,232256632.0,27619.0,8.0,121.0,선정릉역,127.04361370000001,37.51092904,09호선,0.32788,2
27265,강남구,신사동,1998,1998-12-20,2020-12-31,1,영업,파이브다방,127.02253390000001,37.52482325,90.22,8,0.0,0,8047,733700490.0,46043.0,13.0,143.0,신사역,127.02029270000001,37.51643147,03호선,0.95383,4
27266,강남구,압구정동,1998,1998-12-20,2020-12-31,1,영업,살바들달리,127.03510530000001,37.52488161,48.36,5,1.0,1,8047,563043176.0,54887.0,7.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.61035,3
27278,강남구,도곡2동,1999,1999-10-04,2020-12-31,1,영업,예원다방,127.0392077,37.485066100000004,150.67,10,1.0,1,7759,51635127.0,7684.0,4.0,159.0,양재역,127.03414599999999,37.48456871,03호선,0.45003000000000004,2
27280,강남구,역삼1동,1999,1999-10-11,2020-12-31,1,영업,우리커피숍,127.04020420000002,37.50449316,94.1,8,0.0,0,7752,1000434791.0,135170.0,31.0,167.0,역삼역,127.03646040000001,37.50066001,02호선,0.5392,3
27288,강남구,역삼1동,1999,1999-04-01,2020-12-31,1,영업,삼형다방,127.0363082,37.49523367,78.54,7,1.0,1,7945,51635127.0,7684.0,4.0,167.0,역삼역,127.03646040000001,37.50066001,02호선,0.60353,3
27307,강남구,압구정동,1999,1999-12-16,2020-12-31,1,영업,할리스커피,127.02478490000001,37.52651621,40.0,4,1.0,1,7686,733700490.0,46043.0,13.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.3264,2
27315,강남구,신사동,2000,2000-02-26,2018-11-22,2,폐업,커피빈코리아 압구정역점,127.02585359999999,37.524206799999995,150.0,10,1.0,1,6844,51635127.0,7684.0,4.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.3436,2
27316,강남구,논현1동,2000,2000-03-09,2016-05-20,2,폐업,라파누이,127.02350420000002,37.50972935,26.44,3,1.0,1,5916,107138923.0,9293.0,3.0,46.0,논현역,127.0216486,37.51118739,07호선,0.23038000000000003,1
27317,강남구,논현2동,2000,2000-03-28,2020-12-31,1,영업,카페드파리,127.0378905,37.51770542,108.0,9,1.0,1,7583,73311200.0,9058.0,4.0,3.0,강남구청역,127.0412872,37.51720086,07호선,0.30478,2
27330,강남구,삼성1동,2000,2000-06-08,2014-04-02,2,폐업,세븐몽키즈,127.05638359999999,37.50959123,105.0,9,1.0,1,5046,473480708.0,63909.0,12.0,102.0,삼성중앙역,127.05302560000001,37.51296146,09호선,0.47767,3
27336,강남구,삼성1동,2000,2000-06-24,2020-12-31,1,영업,엘마르,127.0559293,37.51252114,34.76,4,1.0,1,7495,366016113.0,48812.0,9.0,102.0,삼성중앙역,127.05302560000001,37.51296146,09호선,0.26075,1
27337,강남구,삼성1동,2000,2000-06-27,2020-12-31,1,영업,애반파스쿠찌,127.0583033,37.51039788,122.8,9,1.0,1,7492,366016113.0,48812.0,9.0,95.0,봉은사역,127.0602203,37.51423744,09호선,0.4592,3
27339,강남구,삼성1동,2000,2000-07-06,2020-12-31,1,영업,커피빈아셈점,127.0583033,37.51039788,30.15,3,1.0,1,7483,366016113.0,48812.0,9.0,95.0,봉은사역,127.0602203,37.51423744,09호선,0.4592,3
27340,강남구,삼성1동,2000,2000-07-20,2020-12-31,1,영업,반디앤루니스 북카페,127.0583033,37.51039788,73.0,7,1.0,1,7469,366016113.0,48812.0,9.0,95.0,봉은사역,127.0602203,37.51423744,09호선,0.4592,3
27344,강남구,역삼1동,2000,2000-08-25,2020-12-31,1,영업,커피온리&마리웨일237,127.0251659,37.49861251,14.06,1,0.0,0,7433,473480708.0,63909.0,12.0,4.0,강남역,127.0279777,37.49808544,02호선,0.25488,1
27356,강남구,역삼1동,2000,2000-10-31,2020-12-31,1,영업,포춘,127.0286713,37.49741598,0.0,1,1.0,1,7366,473480708.0,63909.0,12.0,4.0,강남역,127.0279777,37.49808544,02호선,0.09636,1
27361,강남구,역삼1동,2000,2000-11-21,2015-12-31,2,폐업,티퍼플,127.02472659999998,37.50013354,259.23,10,1.0,1,5518,473480708.0,63909.0,12.0,134.0,신논현역,127.02546940000002,37.50480751,09호선,0.52384,3
27371,강남구,역삼1동,2001,2001-01-18,2020-12-31,1,영업,메이크커피(MAKE COFFEE),127.02656370000001,37.49987894,16.52,2,1.0,1,7287,446885705.0,72527.0,6.0,4.0,강남역,127.0279777,37.49808544,02호선,0.23523000000000002,1
27375,강남구,신사동,2001,2001-03-07,2020-12-31,1,영업,스타벅스압구정역점,127.02522809999999,37.52674128,264.0,10,1.0,1,7239,733700490.0,46043.0,13.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.28870999999999997,1
27381,강남구,도곡1동,2001,2001-04-26,2020-12-31,1,영업,커피카소,127.0304666,37.487182000000004,100.0,9,1.0,1,7189,446885705.0,72527.0,6.0,4.0,강남역,127.0279777,37.49808544,02호선,1.23213,4
27383,강남구,압구정동,2001,2001-05-02,2020-12-31,1,영업,보디가드,127.03649879999999,37.52717537,115.7,9,1.0,1,7183,73311200.0,9058.0,4.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.71077,3
27392,강남구,대치1동,2001,2001-06-15,2020-12-31,1,영업,커피볶는집,127.05636659999999,37.49784018,66.15,7,1.0,1,7139,89571721.0,13276.0,8.0,52.0,대치역,127.0631898,37.49448585,03호선,0.70814,3
27419,강남구,삼성1동,2001,2001-10-18,2020-12-31,1,영업,할리스커피,127.0559293,37.51252114,16.0,2,1.0,1,7014,366016113.0,48812.0,9.0,102.0,삼성중앙역,127.05302560000001,37.51296146,09호선,0.26075,1
27424,강남구,역삼1동,2001,2001-11-10,2020-12-31,1,영업,카페컴온,127.03226629999999,37.500800399999996,16.5,2,0.0,0,6991,473480708.0,63909.0,12.0,167.0,역삼역,127.03646040000001,37.50066001,02호선,0.37032,2
27429,강남구,대치4동,2001,2001-11-29,2012-09-28,2,폐업,카페까마르,127.05297990000001,37.50434073,26.4,3,0.0,0,3956,56080819.0,6781.0,3.0,118.0,선릉역,127.04894809999999,37.50449378,02호선,0.35606,2
27434,강남구,역삼2동,2001,2001-12-13,2012-08-31,2,폐업,주커피,127.0465277,37.50297299,319.26,10,1.0,1,3914,73311200.0,9058.0,4.0,118.0,선릉역,127.04894809999999,37.50449378,02호선,0.27236,1
27437,강남구,삼성1동,2001,2001-12-18,2020-12-31,1,영업,프라우스타코엑스컨벤션점,127.0559293,37.51252114,26.33,3,1.0,1,6953,366016113.0,48812.0,9.0,102.0,삼성중앙역,127.05302560000001,37.51296146,09호선,0.26075,1
27438,강남구,삼성1동,2001,2001-12-21,2020-12-31,1,영업,엘에이보바커피전문점,127.0559293,37.51252114,52.07,5,1.0,1,6950,366016113.0,48812.0,9.0,102.0,삼성중앙역,127.05302560000001,37.51296146,09호선,0.26075,1
27444,강남구,도곡2동,2002,2002-01-12,2020-12-31,1,영업,이디야도곡점,127.0489929,37.48651686,15.22,2,1.0,1,6928,1000434791.0,135170.0,31.0,54.0,도곡역,127.05549769999999,37.49097578,03호선,0.75843,4
27445,강남구,삼성1동,2002,2002-01-16,2017-10-17,2,폐업,이레샌드위치,127.0626504,37.51169473,42.71,5,1.0,1,5753,366016113.0,48812.0,9.0,95.0,봉은사역,127.0602203,37.51423744,09호선,0.3548,2
27447,강남구,역삼1동,2002,2002-01-24,2020-12-31,1,영업,리틀제이콥스,127.0274869,37.49713512,21.0,2,1.0,1,6916,446885705.0,72527.0,6.0,4.0,강남역,127.0279777,37.49808544,02호선,0.1142,1
27450,강남구,역삼1동,2002,2002-02-06,2012-09-14,2,폐업,델리뉴스,127.0294472,37.50076276,49.5,5,1.0,1,3873,473480708.0,63909.0,12.0,4.0,강남역,127.0279777,37.49808544,02호선,0.3247,2
27456,강남구,역삼1동,2002,2002-03-02,2014-08-12,2,폐업,카페칸타타,127.04480829999999,37.50559094,21.0,2,1.0,1,4546,73311200.0,9058.0,4.0,118.0,선릉역,127.04894809999999,37.50449378,02호선,0.38502,2
27458,강남구,삼성2동,2002,2002-03-08,2020-12-31,1,영업,커피향에도자기,127.04452549999999,37.51161278,22.14,2,1.0,1,6873,232256632.0,27619.0,8.0,121.0,선정릉역,127.04361370000001,37.51092904,09호선,0.11067,1
27463,강남구,삼성2동,2002,2002-03-25,2020-12-31,1,영업,스타벅스삼성점,127.0526646,37.50703842,165.29,10,1.0,1,6856,473480708.0,63909.0,12.0,118.0,선릉역,127.04894809999999,37.50449378,02호선,0.43305,2
27466,강남구,역삼2동,2002,2002-04-15,2020-12-31,1,영업,예다원,127.0366947,37.49835961,158.0,10,1.0,1,6835,473480708.0,63909.0,12.0,167.0,역삼역,127.03646040000001,37.50066001,02호선,0.25663,1
27467,강남구,역삼1동,2002,2002-04-15,2020-12-31,1,영업,언덕아래(Hilllow),127.0244967,37.504374799999994,31.9,3,0.0,0,6835,51635127.0,7684.0,4.0,134.0,신논현역,127.02546940000002,37.50480751,09호선,0.09837,1
27475,강남구,압구정동,2002,2002-05-22,2020-12-31,1,영업,초코포즈,127.03262350000001,37.52875738,16.5,2,0.0,0,6798,733700490.0,46043.0,13.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.44382,2
27478,강남구,삼성1동,2002,2002-05-30,2020-12-31,1,영업,브로스버블티,127.0559293,37.51252114,13.2,1,1.0,1,6790,366016113.0,48812.0,9.0,102.0,삼성중앙역,127.05302560000001,37.51296146,09호선,0.26075,1
27479,강남구,논현1동,2002,2002-06-05,2020-12-31,1,영업,시티오브에스프레소,127.01904809999999,37.51644642,13.2,1,1.0,1,6784,36909607.0,2841.0,4.0,143.0,신사역,127.02029270000001,37.51643147,03호선,0.10977999999999999,1
27490,강남구,대치2동,2002,2002-06-21,2015-09-15,2,폐업,명선다원,127.06243710000001,37.49741795,128.0,9,1.0,1,4834,160035188.0,19780.0,11.0,52.0,대치역,127.0631898,37.49448585,03호선,0.33273,2
27491,강남구,논현1동,2002,2002-06-21,2020-12-31,1,영업,쉬즈버블,127.0186689,37.51653907,11.5,1,1.0,1,6768,36909607.0,2841.0,4.0,143.0,신사역,127.02029270000001,37.51643147,03호선,0.14371,1
27493,강남구,역삼1동,2002,2002-06-27,2020-12-31,1,영업,스타가든,127.03373880000001,37.49981008,46.2,5,0.0,0,6762,473480708.0,63909.0,12.0,167.0,역삼역,127.03646040000001,37.50066001,02호선,0.25801999999999997,1
27512,강남구,역삼1동,2002,2002-10-01,2018-05-09,2,폐업,이디야에스프레소,127.0235892,37.50126798,7.57,1,1.0,1,5699,446885705.0,72527.0,6.0,134.0,신논현역,127.02546940000002,37.50480751,09호선,0.4271,2
27515,강남구,역삼1동,2002,2002-10-11,2020-12-31,1,영업,더담쟁이,127.02714440000001,37.50516776,137.0,10,1.0,1,6656,51635127.0,7684.0,4.0,134.0,신논현역,127.02546940000002,37.50480751,09호선,0.15309,1
27520,강남구,역삼1동,2002,2002-10-17,2020-12-31,1,영업,옹달샘,127.0251659,37.49861251,0.0,1,1.0,1,6650,473480708.0,63909.0,12.0,4.0,강남역,127.0279777,37.49808544,02호선,0.25488,1
27521,강남구,역삼1동,2002,2002-10-19,2020-12-31,1,영업,카페토르토니,127.03254579999998,37.50305879,31.07,3,0.0,0,6648,51635127.0,7684.0,4.0,167.0,역삼역,127.03646040000001,37.50066001,02호선,0.43633999999999995,2
27522,강남구,대치2동,2002,2002-10-22,2020-12-31,1,영업,카페햇님,127.0625961,37.50920523,13.22,1,0.0,0,6645,473480708.0,63909.0,12.0,101.0,삼성역,127.0630209,37.50881193,02호선,0.057589999999999995,1
27528,강남구,신사동,2002,2002-11-13,2020-12-31,1,영업,더그라인드,127.01939240000002,37.52358402,29.0,3,1.0,1,6623,733700490.0,46043.0,13.0,143.0,신사역,127.02029270000001,37.51643147,03호선,0.79928,4
27534,강남구,역삼1동,2002,2002-12-05,2020-12-31,1,영업,로이,127.03186570000001,37.503077000000005,105.78,9,1.0,1,6601,473480708.0,63909.0,12.0,164.0,언주역,127.0339528,37.50732819,09호선,0.5073,3
27540,강남구,삼성1동,2002,2002-12-30,2012-11-19,2,폐업,스타벅스삼성역점,127.0603084,37.51057142,191.73,10,0.0,0,3612,366016113.0,48812.0,9.0,95.0,봉은사역,127.0602203,37.51423744,09호선,0.40771999999999997,2
27543,강남구,역삼1동,2003,2003-01-10,2019-11-04,2,폐업,자바커피선릉점,127.0454018,37.50465314,198.35,10,1.0,1,6142,473480708.0,63909.0,12.0,118.0,선릉역,127.04894809999999,37.50449378,02호선,0.31333,2
27545,강남구,도곡2동,2003,2003-01-13,2020-12-31,1,영업,스타벅스SSG마켓도곡R,127.05160049999999,37.48971076,132.0,9,1.0,1,6562,1000434791.0,135170.0,31.0,54.0,도곡역,127.05549769999999,37.49097578,03호선,0.3715,2
27552,강남구,삼성1동,2003,2003-02-20,2013-11-04,2,폐업,커피빈코리아공항터미널점,127.05638359999999,37.50959123,146.85,10,1.0,1,3910,473480708.0,63909.0,12.0,102.0,삼성중앙역,127.05302560000001,37.51296146,09호선,0.47767,3
27560,강남구,역삼1동,2003,2003-04-22,2020-12-31,1,영업,스타벅스기술센터점,127.04075729999998,37.50329793,92.56,8,1.0,1,6463,473480708.0,63909.0,12.0,167.0,역삼역,127.03646040000001,37.50066001,02호선,0.47928999999999994,3
27563,강남구,대치2동,2003,2003-05-09,2020-12-31,1,영업,스타벅스대치점,127.0593382,37.49966675,148.76,10,1.0,1,6446,395122662.0,49834.0,18.0,52.0,대치역,127.0631898,37.49448585,03호선,0.66883,3
27564,강남구,삼성2동,2003,2003-05-12,2012-08-31,2,폐업,미스터도넛 테헤란로점,127.0492418,37.50588013,140.1,10,1.0,1,3399,473480708.0,63909.0,12.0,118.0,선릉역,127.04894809999999,37.50449378,02호선,0.15632000000000001,1
27565,강남구,역삼1동,2003,2003-05-13,2020-12-31,1,영업,커피빈코리아차병원점,127.0315942,37.50690544,72.72,7,0.0,1,6442,51635127.0,7684.0,4.0,164.0,언주역,127.0339528,37.50732819,09호선,0.21329,1
27566,강남구,역삼2동,2003,2003-05-14,2019-04-16,2,폐업,카페루카역삼점,127.03613159999999,37.50110749,111.07,9,1.0,1,5816,473480708.0,63909.0,12.0,167.0,역삼역,127.03646040000001,37.50066001,02호선,0.057589999999999995,1
27567,강남구,청담동,2003,2003-05-20,2020-12-31,1,영업,커피타임,127.0474828,37.52486634,16.52,2,1.0,1,6435,36909607.0,2841.0,4.0,220.0,청담역,127.05370890000002,37.51944838,07호선,0.81513,4
27575,강남구,청담동,2003,2003-06-26,2013-01-26,2,폐업,키즈봉봉청담점,127.0387134,37.52473228,39.66,4,0.0,0,3502,36909607.0,2841.0,4.0,3.0,강남구청역,127.0412872,37.51720086,07호선,0.86767,4
27577,강남구,대치4동,2003,2003-07-01,2020-12-31,1,영업,임포스타,127.0507037,37.49705815,11.57,1,1.0,1,6393,395122662.0,49834.0,18.0,118.0,선릉역,127.04894809999999,37.50449378,02호선,0.8411799999999999,4
27584,강남구,청담동,2003,2003-08-02,2013-11-13,2,폐업,스무디킹청담점,127.03672859999999,37.52386511,148.76,10,1.0,1,3756,73311200.0,9058.0,4.0,3.0,강남구청역,127.0412872,37.51720086,07호선,0.8430700000000001,4
27595,강남구,논현2동,2003,2003-10-14,2017-11-24,2,폐업,커피빈코리아강남논현점,127.03192469999999,37.5167138,35.7,4,1.0,1,5155,1000434791.0,135170.0,31.0,164.0,언주역,127.0339528,37.50732819,09호선,1.05885,4
27597,강남구,삼성1동,2003,2003-10-23,2016-04-08,2,폐업,죠샌드위치커피,127.06090619999999,37.5143503,16.52,2,1.0,1,4551,232256632.0,27619.0,8.0,95.0,봉은사역,127.0602203,37.51423744,09호선,0.061779999999999995,1
27599,강남구,역삼1동,2003,2003-10-29,2020-12-31,1,영업,라바짜역삼2호점,127.030397,37.50635814,26.44,3,1.0,1,6273,232256632.0,27619.0,8.0,164.0,언주역,127.0339528,37.50732819,09호선,0.33168000000000003,2
27603,강남구,도곡2동,2003,2003-11-14,2020-12-31,1,영업,뉴푸드유통,127.05160049999999,37.48971076,4.9,1,1.0,1,6257,1000434791.0,135170.0,31.0,54.0,도곡역,127.05549769999999,37.49097578,03호선,0.3715,2
27607,강남구,역삼1동,2003,2003-12-11,2020-12-31,1,영업,죠샌드위치,127.03058859999999,37.49883867,29.75,3,1.0,1,6230,51635127.0,7684.0,4.0,4.0,강남역,127.0279777,37.49808544,02호선,0.24509,1
27609,강남구,청담동,2003,2003-12-19,2020-12-31,1,영업,로시망고본점,127.0530746,37.52023327,89.25,8,1.0,1,6222,107138923.0,9293.0,3.0,220.0,청담역,127.05370890000002,37.51944838,07호선,0.10367,1
27613,강남구,삼성1동,2004,2004-01-17,2020-12-31,1,영업,블루나일,127.0559293,37.51252114,109.9,9,1.0,1,6193,366016113.0,48812.0,9.0,102.0,삼성중앙역,127.05302560000001,37.51296146,09호선,0.26075,1
27615,강남구,압구정동,2004,2004-03-11,2020-12-31,1,영업,테이크어반,127.036551,37.52508625,384.47,10,1.0,1,6139,73311200.0,9058.0,4.0,3.0,강남구청역,127.0412872,37.51720086,07호선,0.9712200000000001,4
27621,강남구,역삼1동,2004,2004-06-12,2020-12-31,1,영업,애프터눈,127.0328385,37.49853002,39.0,4,1.0,1,6046,51635127.0,7684.0,4.0,167.0,역삼역,127.03646040000001,37.50066001,02호선,0.39771999999999996,2
27627,강남구,역삼1동,2004,2004-08-11,2020-12-31,1,영업,스무디킹강남역점,127.024103,37.50021274,253.71,10,1.0,1,5986,446885705.0,72527.0,6.0,134.0,신논현역,127.02546940000002,37.50480751,09호선,0.52494,3
27631,강남구,논현2동,2004,2004-08-23,2020-12-31,1,영업,스타벅스학동역점,127.02783400000001,37.51465371,142.14,10,1.0,1,5974,51635127.0,7684.0,4.0,164.0,언주역,127.0339528,37.50732819,09호선,0.9771299999999999,4
27633,강남구,개포4동,2004,2004-08-26,2020-12-31,1,영업,삼오에프엠씨,127.0463207,37.47361742,94.74,8,1.0,1,5971,51635127.0,7684.0,4.0,77.0,매봉역,127.0466979,37.48692506,03호선,1.48012,4
27634,강남구,대치4동,2004,2004-09-23,2018-02-20,2,폐업,루벤스,127.05751670000001,37.49910232,66.11,7,1.0,1,4898,81001108.0,10737.0,10.0,52.0,대치역,127.0631898,37.49448585,03호선,0.7169300000000001,3
27637,강남구,청담동,2004,2004-10-11,2014-10-01,2,폐업,델리뉴스,127.04609850000001,37.52017197,11.57,1,1.0,1,3642,81001108.0,10737.0,10.0,220.0,청담역,127.05370890000002,37.51944838,07호선,0.67599,3
27638,강남구,삼성1동,2004,2004-10-30,2020-12-31,1,영업,커피빈코리아코엑스메가박스점,127.0559293,37.51252114,252.0,10,1.0,1,5906,366016113.0,48812.0,9.0,102.0,삼성중앙역,127.05302560000001,37.51296146,09호선,0.26075,1
27640,강남구,역삼1동,2004,2004-11-15,2018-10-05,2,폐업,바나프레소 선릉점,127.0409668,37.50471343,16.52,2,1.0,1,5072,1000434791.0,135170.0,31.0,167.0,역삼역,127.03646040000001,37.50066001,02호선,0.6009800000000001,3
27641,강남구,역삼2동,2004,2004-11-17,2020-12-31,1,영업,스타벅스선릉역점,127.0456351,37.50394549,161.98,10,1.0,1,5888,473480708.0,63909.0,12.0,118.0,선릉역,127.04894809999999,37.50449378,02호선,0.29854,2
27644,강남구,신사동,2004,2004-11-30,2014-06-19,2,폐업,가례원,127.01999950000001,37.52407397,42.97,5,1.0,1,3488,733700490.0,46043.0,13.0,143.0,신사역,127.02029270000001,37.51643147,03호선,0.8502,4
27645,강남구,신사동,2004,2004-12-08,2020-12-31,1,영업,스타벅스 압구정미소점,127.0250259,37.52405772,136.89,10,1.0,1,5867,51635127.0,7684.0,4.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.40736999999999995,2
27646,강남구,압구정동,2004,2004-12-13,2018-10-08,2,폐업,라떼킹-압구정스퀘어점,127.0280668,37.52738988,64.74,6,1.0,1,5047,733700490.0,46043.0,13.0,156.0,압구정역,127.02848600000002,37.52648497,03호선,0.1072,1
27651,강남구,논현2동,2005,2005-02-03,2013-12-06,2,폐업,할리스강남구청점,127.03676370000001,37.51697872,164.76,10,1.0,1,3228,107138923.0,9293.0,3.0,3.0,강남구청역,127.0412872,37.51720086,07호선,0.39971999999999996,2
