,시설총규모,업소위치분기,distance,성공여부,창업월,구_1_25,프랜차이즈여부_02,sub_19
23587,13.0,1,0.20643000000000003,1,7,9,0,1
33310,75.9,1,0.69813,1,5,10,0,9
26511,43.86,1,0.22103000000000003,1,5,1,0,3
13710,60.3,0,0.76679,1,9,3,0,5
4226,18.8,1,0.55575,1,10,17,0,4
29365,10.0,1,0.5901,0,9,1,0,8
5198,18.18,1,0.75437,1,11,21,0,1
23459,59.4,1,0.40652,1,2,9,0,1
28782,16.5,1,0.16477,0,4,1,0,8
33224,16.0,1,1.5588600000000001,1,2,10,0,2
30116,40.0,1,0.5111,1,3,1,0,3
17523,92.54,1,0.35088,0,3,7,0,2
724,23.56,1,0.38195,1,8,5,0,7
11312,12.1,1,0.6986,1,1,16,0,6
19958,70.96,1,0.5297,1,10,6,0,1
2241,39.15,1,0.39183,1,5,4,0,1
18672,9.9,1,0.6986100000000001,1,8,14,0,4
6111,199.43,1,0.9445899999999999,1,1,18,1,1
14625,20.0,1,0.20185,1,4,3,0,1
23410,55.0,1,2.0995,1,6,9,1,4
8086,54.68,1,1.29047,1,8,22,0,6
2497,92.3,1,0.41062,1,4,4,0,2
9634,79.16,1,0.34479,1,12,25,0,7
5205,35.56,1,0.75437,1,12,21,0,1
4487,24.0,1,0.18473,1,6,17,0,5
28434,150.0,1,0.45708000000000004,1,12,1,0,3
25258,15.5,1,0.16952,1,3,2,0,6
20745,23.1,1,0.21731,0,5,6,0,6
11002,95.7,0,0.30622,1,11,16,0,6
31408,29.24,1,0.23171999999999998,1,4,8,0,9
18422,0.0,1,0.71383,0,5,14,0,4
11377,99.24,1,0.52386,1,10,16,0,6
30421,191.4,1,0.54023,1,11,1,0,1
21484,75.48,1,0.2128,1,1,6,2,1
22391,47.68,1,0.2043,1,4,19,0,4
12341,22.2,1,0.39031,1,3,20,0,5
19341,26.07,1,0.11149,1,2,23,1,4
14335,57.45,1,0.41236999999999996,0,12,3,0,1
3223,211.0,1,0.61911,1,10,4,2,2
33583,56.61,1,0.19155,1,9,10,1,2
6026,88.2,1,0.33868000000000004,1,9,18,2,2
29050,45.47,1,0.30139,0,6,1,0,1
21261,28.25,1,0.36577,0,4,6,0,2
29910,3.0,1,0.26075,0,8,1,0,8
738,37.1,1,0.2448,1,1,5,2,2
25016,173.52,1,0.34059,1,5,2,1,6
16531,27.44,1,0.75478,1,5,15,0,2
21405,127.79,1,0.6066699999999999,1,5,6,0,2
32956,77.45,1,1.1422299999999999,0,4,10,0,2
20192,92.5,0,0.47263999999999995,0,3,6,0,1
21420,94.9,1,0.15711,1,7,6,0,2
11520,90.9,1,0.1371,1,10,16,0,7
6006,159.95,0,0.12392,1,3,18,2,1
726,23.68,1,0.2944,1,9,5,0,3
25802,59.4,2,0.3988,1,1,2,0,8
13052,99.0,1,1.8094299999999999,1,3,11,0,5
18233,62.7,1,1.0104,0,7,14,0,4
749,16.38,1,0.46335,1,5,5,0,3
24018,115.0,1,0.20042000000000001,0,9,2,0,3
4603,57.57,1,0.4356,0,3,17,0,5
29883,75.0,1,0.26075,0,7,1,0,8
8699,0.0,1,0.27273000000000003,0,6,13,0,5
16158,211.68,1,0.9016799999999999,1,5,15,2,8
8349,29.59,0,0.18655,1,4,22,0,6
1283,21.03,1,1.5007700000000002,1,12,5,0,3
980,33.22,1,0.45788,1,12,5,0,2
11898,72.8,1,0.7185600000000001,1,4,20,0,5
18493,31.29,1,0.57718,1,4,14,2,1
30072,16.5,1,0.48912,1,1,1,0,1
30079,89.1,1,0.26075,0,2,1,1,8
25309,73.61,1,0.5396,0,7,2,0,7
33580,22.16,1,0.71797,1,9,10,0,9
4982,35.75,1,0.36569,1,6,21,0,2
15637,20.88,1,0.80752,1,8,3,0,1
27433,61.15,1,0.26075,1,12,1,0,8
18325,63.36,1,0.9354399999999999,0,11,14,0,4
27247,46.41,1,0.53004,0,6,1,0,3
13192,3.3,1,0.2951,0,5,11,0,3
27453,123.94,0,0.55161,0,2,1,0,1
14495,217.2,1,0.58133,0,3,3,0,5
9139,24.8,1,0.20477,1,6,13,0,5
2699,23.1,1,0.16180999999999998,1,1,4,0,7
19634,32.98,1,0.76955,1,7,23,0,1
14872,110.41,1,0.54362,1,7,3,0,1
9325,57.76,1,0.50134,0,8,13,0,7
9084,67.65,1,0.16216,1,6,13,0,5
31386,51.95,1,0.21806,1,5,8,0,8
8133,33.0,1,0.55005,1,8,22,0,6
13813,45.21,1,0.23521999999999998,1,12,3,0,5
8350,18.0,1,1.0558,0,5,22,0,6
8666,0.0,1,2.29998,1,8,13,0,7
14280,40.67,0,0.3442,1,7,3,0,2
25462,37.96,0,0.40513000000000005,0,10,2,0,6
30342,3.3,0,0.90486,0,9,1,0,1
15516,33.0,1,0.21965,1,1,3,0,5
26591,93.6,1,0.44623,1,6,1,0,1
32378,47.85,1,0.7844300000000001,0,8,8,0,3
32832,65.04,1,0.2633,1,9,10,0,2
680,8.25,1,0.30865,1,9,5,0,4
8641,0.0,1,0.75921,1,12,13,0,5
24586,42.9,1,1.2692,0,10,2,0,1
24642,39.96,1,0.34041,1,4,2,0,3
9540,36.1,1,2.7515400000000003,1,8,13,0,7
26574,71.11,1,0.44278999999999996,1,8,1,0,1
6694,50.03,1,0.75043,1,8,12,0,2
17801,20.0,0,0.81108,0,2,7,0,8
7646,32.2,0,0.11348,1,8,12,0,4
6492,203.66,1,0.3957,1,4,18,0,2
21909,57.24,1,0.17985,0,11,19,0,6
22284,0.0,1,0.44759,0,5,19,2,6
14376,25.6,1,2.20413,0,3,3,0,5
14374,30.36,1,0.4975,1,2,3,0,5
7111,9.0,1,1.1636,0,5,12,0,2
29815,28.47,1,0.85183,0,5,1,0,1
32482,6.0,1,0.79056,1,8,8,0,3
2959,10.0,1,0.19610999999999998,1,5,4,0,3
3291,51.36,1,0.30432,1,6,4,0,7
5638,538.62,1,0.16719,1,8,21,0,2
29561,42.15,1,0.64527,0,5,1,0,1
27409,26.45,1,0.053829999999999996,1,8,1,0,6
27448,66.0,1,0.6400100000000001,1,1,1,0,3
6731,29.89,1,0.486,1,12,12,0,4
11187,94.05,1,0.54887,1,3,16,2,6
21473,40.1,1,0.24056,1,12,6,0,8
24433,24.4,1,0.5088600000000001,0,7,2,0,3
17843,62.54,1,0.8197399999999999,1,5,7,0,2
30127,228.62,1,0.7582300000000001,1,3,1,0,3
18720,124.59,1,0.39604,1,5,14,2,4
4008,53.67,1,0.76683,1,2,17,0,4
19528,80.0,1,0.20508,0,5,23,0,4
17537,34.32,0,0.40193,1,4,7,0,8
15546,20.0,0,0.59355,1,2,3,0,2
3581,10.0,1,0.45091000000000003,1,8,4,0,7
12969,62.7,1,0.12244000000000001,1,11,11,1,1
5941,76.01,1,0.39525,0,11,18,0,1
32995,48.3,1,1.22061,1,7,10,0,9
12586,65.66,1,2.19619,1,4,11,0,5
20140,100.55,1,0.47296000000000005,1,9,6,0,1
14697,43.0,1,0.5057699999999999,1,10,3,0,5
30276,26.4,1,0.56016,1,7,1,0,3
14750,32.76,1,1.20484,1,1,3,0,5
5892,24.79,0,0.30917,0,8,18,0,1
17160,56.0,1,0.8954700000000001,1,5,7,0,2
8980,158.4,1,2.00347,1,5,13,0,3
22910,85.03,1,1.52126,0,1,9,0,1
2744,93.0,1,0.21361,0,12,4,0,1
22911,35.09,1,1.27282,0,2,9,0,1
14986,64.94,1,0.63557,1,3,3,0,1
29320,48.0,1,0.67682,0,7,1,0,6
10167,68.76,1,1.0682,1,1,24,0,7
8085,26.24,1,0.58762,1,8,22,0,6
3455,23.1,1,0.26947,1,11,4,1,7
15680,96.72,2,1.49929,1,8,15,0,2
32495,10.53,1,0.44472,1,10,8,0,1
6219,278.45,1,0.23324,1,8,18,2,2
14117,75.9,1,0.33776,1,6,3,0,2
4669,126.17,1,0.04342,1,3,17,0,5
28226,91.3,1,0.67653,1,2,1,0,3
19616,26.73,1,1.25435,0,4,23,0,4
33666,33.0,1,0.1637,0,10,10,0,9
10786,6.32,0,0.59516,1,12,16,0,6
27519,4.95,1,0.20426,1,10,1,0,8
22308,83.43,2,0.66951,1,10,19,0,6
365,17.5,1,0.45247,1,3,5,0,4
24293,88.59,1,0.43157,0,11,2,0,3
7939,115.6,0,0.33701,1,12,22,0,6
24062,54.61,1,0.18884,1,5,2,0,3
18903,19.87,1,0.42181,1,8,14,0,1
25715,28.28,1,0.19651,1,7,2,1,1
3278,10.0,1,0.36555,1,5,4,0,7
9897,41.2,1,1.30646,0,3,25,0,7
30816,30.0,1,0.17755,1,11,1,0,6
17223,36.29,0,0.8916700000000001,1,3,7,0,2
22828,79.56,1,1.2370299999999999,0,12,9,0,1
12737,26.4,1,1.21491,1,9,11,0,1
653,0.0,0,0.15967,0,11,5,0,2
4961,65.06,1,0.13637,1,8,21,0,2
7343,62.0,1,0.35076999999999997,1,12,12,0,4
23796,56.6,1,0.33000999999999997,1,10,9,0,1
20819,14.0,2,0.55634,1,5,6,0,1
1501,13.69,1,0.14044,1,10,5,0,2
23745,10.0,1,0.50189,1,5,9,0,1
30451,85.12,1,0.24739,0,12,1,0,6
31818,204.0,1,0.361,1,5,8,0,9
18719,39.49,1,0.59934,1,5,14,0,4
19392,74.5,1,0.68312,1,3,23,0,1
21369,89.0,1,0.50717,0,2,6,0,1
25467,3.34,1,0.49346999999999996,0,10,2,0,6
24643,207.02,1,1.24974,1,5,2,0,1
3537,28.05,1,0.09561,0,4,4,0,7
16858,67.63,1,0.94352,0,6,7,0,2
23438,66.0,1,1.27282,1,10,9,0,1
2720,66.0,1,0.42882,1,6,4,2,1
28760,10.0,1,0.292,1,3,1,0,3
9548,20.55,1,0.31768,1,9,13,0,5
270,53.76,1,0.29231,1,10,5,0,3
18889,33.0,1,0.5464,1,6,14,0,6
18928,62.0,1,0.46889,1,11,14,0,1
10779,58.4,1,0.73553,1,9,16,0,7
16364,14.3,1,0.19077,1,3,15,0,1
18585,58.0,1,0.8395100000000001,1,2,14,0,4
8815,0.0,1,0.57226,0,5,13,0,5
2986,99.2,1,0.11939000000000001,1,8,4,0,2
12130,54.0,1,1.4113,1,11,20,0,5
28450,12.0,1,0.32775,0,12,1,0,8
7483,214.0,1,0.48313999999999996,1,1,12,0,4
15907,52.36,1,0.61368,0,9,15,1,2
10908,1.68,1,0.30046,0,12,16,0,6
2599,13.22,1,0.4472,1,6,4,0,1
32735,69.01,1,1.4280000000000002,1,8,10,0,2
19347,67.2,1,0.9084200000000001,1,5,23,0,4
30295,21.93,1,0.73492,1,8,1,0,1
12812,50.13,1,0.5663100000000001,1,4,11,0,1
9997,40.0,1,0.60238,0,9,25,0,7
10616,66.0,1,0.34105,1,6,24,0,4
9680,20.15,1,0.42596000000000006,1,11,25,0,7
4160,26.4,1,0.46905,0,6,17,0,5
20731,27.52,1,0.40655,0,3,6,0,1
5331,50.0,1,0.56324,1,6,21,0,1
7402,87.52,1,0.53865,1,1,12,0,1
5778,68.8,1,0.22196999999999997,1,10,18,0,1
6254,47.0,1,0.49427,1,4,18,0,2
23788,76.0,1,0.8714700000000001,1,10,9,0,1
30320,29.8,1,0.46561,1,8,1,0,3
21403,170.0,1,0.30809000000000003,1,5,6,1,8
20914,46.0,1,0.60237,1,4,6,0,4
27877,421.99,1,0.5767,0,8,1,1,3
33315,20.0,1,0.74834,1,5,10,0,9
28605,302.74,1,0.23304,1,7,1,1,3
21466,24.0,1,0.3667,1,12,6,0,4
20956,63.8,1,0.24031,1,8,6,0,1
19444,57.49,1,1.26499,1,5,23,0,4
20435,23.1,1,0.2874,0,12,6,0,1
10835,52.19,1,0.73198,0,11,16,0,7
20110,122.4,1,0.46326999999999996,1,8,6,0,4
17045,25.0,1,0.13438,1,3,7,0,8
3753,66.0,1,0.5503600000000001,1,1,4,0,2
22168,20.0,1,0.45648999999999995,1,3,19,0,6
27730,113.27,1,1.47594,0,2,1,0,3
31694,124.25,1,2.7786299999999997,1,3,8,0,2
23412,49.5,1,0.43022,1,6,9,0,1
2777,170.57,1,0.3482,1,6,4,2,1
3384,75.11,1,0.43086,1,3,4,0,1
31503,53.25,1,0.59186,1,4,8,0,1
6100,30.0,1,0.6453899999999999,0,6,18,0,1
17716,43.35,1,0.44926000000000005,1,7,7,0,2
28253,226.82,1,0.8287,1,3,1,0,1
24565,21.45,1,0.12509,0,3,2,2,1
7281,28.0,1,0.34788,0,8,12,0,2
6171,24.32,1,0.60313,1,1,18,0,6
12207,25.94,1,1.12878,0,1,20,0,5
30827,18.0,0,0.26075,0,11,1,0,8
13038,49.5,1,0.39805,1,1,11,0,1
33149,81.4,1,1.25576,1,12,10,0,2
9261,25.4,1,0.46528,1,6,13,0,7
5161,47.77,0,0.30580999999999997,1,3,21,1,2
21165,60.41,1,0.20948000000000003,1,6,6,0,8
23099,43.0,1,1.2945,1,5,9,0,1
26179,246.9,1,0.38931,1,3,2,0,3
1076,3.3,2,0.14385,0,2,5,0,7
32352,49.9,1,0.38149,1,4,8,0,9
30663,46.28,0,0.15195999999999998,0,6,1,0,6
31951,9.9,1,1.4338799999999998,0,2,8,0,3
4759,14.0,1,0.17148,1,6,17,1,7
33515,155.88,1,1.48494,1,2,10,2,2
33069,13.2,0,1.2233399999999999,1,8,10,0,9
10862,107.55,1,1.43698,1,11,16,0,6
33234,96.69,1,0.843,1,4,10,0,2
8784,0.0,1,0.20042000000000001,0,5,13,0,7
20718,43.74,1,0.40051,1,12,6,0,8
111,16.91,1,1.98543,1,3,5,0,3
27571,49.58,1,0.13514,1,6,1,2,1
22471,64.69,1,0.29385,1,3,19,1,4
29164,32.44,1,0.71208,0,11,1,0,1
16322,71.04,1,0.18928,1,8,15,0,2
20316,134.98,1,0.42225,1,8,6,0,1
7654,25.0,1,0.40706,1,9,12,0,4
32804,94.35,1,0.31114,1,4,10,0,9
29660,257.41,1,0.17428,0,10,1,0,1
3563,14.6,1,0.4472,1,6,4,0,1
153,6.0,1,0.15715,1,9,5,0,3
995,46.26,1,0.6189,1,3,5,0,7
23175,100.0,1,1.47605,0,12,9,0,1
19340,20.16,1,0.28176999999999996,1,2,23,0,4
741,22.14,1,2.76513,1,3,5,0,3
17053,50.0,2,0.74971,0,5,7,0,8
32474,15.42,1,1.75047,1,6,8,0,3
17498,39.6,1,0.8948,0,11,7,0,2
17683,37.87,1,0.63461,1,5,7,0,2
27817,255.33,1,0.30995,1,1,1,0,3
30082,30.0,0,0.99864,1,2,1,0,1
28213,6.6,1,0.3715,0,1,1,0,3
23679,57.1,1,0.67599,1,8,9,2,1
10369,26.0,1,0.38344,1,6,24,0,7
1628,13.09,1,0.07174,0,11,5,0,2
29078,16.59,1,0.2684,1,7,1,1,1
9894,30.59,1,0.56721,0,2,25,0,7
32096,119.0,1,0.19833,1,2,8,2,9
7329,71.9,1,0.33293,1,10,12,0,4
25850,20.6,0,0.10705,1,4,2,0,1
6083,159.5,1,0.51778,1,9,18,1,6
9661,0.0,0,0.98895,1,9,25,0,7
4568,87.1,1,0.26829000000000003,1,10,17,0,7
19342,19.04,1,0.13255999999999998,1,2,23,0,4
4189,45.74,1,0.73885,1,10,17,0,5
25242,46.2,1,0.37668,1,1,2,0,1
23100,26.4,1,0.41339,0,5,9,0,1
6796,80.74,1,1.53168,0,9,12,0,4
27567,16.52,1,0.81513,1,5,1,0,6
21783,39.9,0,0.3774,1,9,19,0,6
8320,53.76,1,0.59262,0,11,22,0,6
1127,33.0,1,0.06255,1,7,5,0,7
14363,154.4,1,0.20872,1,1,3,0,1
15390,23.66,1,0.5843,1,4,3,0,5
20924,20.43,1,0.20965,1,5,6,0,1
23996,104.78,1,0.42331,1,3,2,0,3
6826,82.75,1,0.76508,1,3,12,0,4
20725,25.0,2,0.49263999999999997,1,2,6,0,1
33083,116.64,0,0.9617100000000001,0,2,10,0,9
5857,118.69,1,0.53222,0,6,18,0,2
638,67.28,1,0.13355,1,5,5,0,7
1050,98.0,1,0.7870699999999999,0,10,5,0,3
9875,70.45,1,0.23344,0,8,25,0,7
12738,0.0,1,0.45033999999999996,0,9,11,0,1
2724,152.73,1,0.33128,1,7,4,0,7
13445,82.5,1,1.4578,1,8,11,0,5
24412,87.1,1,0.5253399999999999,0,6,2,0,3
3800,10.0,1,0.27388,0,6,4,0,5
18444,128.0,1,0.47903,1,9,14,1,6
1779,6.0,1,0.42357,1,4,5,0,3
17414,38.5,1,0.86482,1,3,7,0,2
26075,45.0,1,0.13467,1,8,2,0,1
33016,25.0,1,2.85947,1,9,10,0,8
10864,38.43,0,0.46646000000000004,0,11,16,0,7
10627,9.9,1,0.27185,0,9,24,0,7
29463,104.0,1,0.16409,0,12,1,0,1
2834,7.83,1,0.43291999999999997,1,3,4,0,1
17292,38.55,1,0.28455,1,1,7,0,2
7442,52.09,1,0.48545,0,7,12,0,4
23145,82.5,1,1.61976,1,6,9,0,1
22101,133.86,0,0.6872199999999999,1,9,19,0,6
11430,96.53,1,0.06921000000000001,1,6,16,2,6
28482,4.59,1,0.16329000000000002,1,2,1,0,3
19425,75.0,1,0.42621000000000003,1,1,23,0,4
19911,61.44,1,0.5199,0,4,6,0,2
31541,22.1,1,0.1441,1,5,8,0,8
29562,18.35,1,0.16529000000000002,1,5,1,0,3
13233,29.7,1,0.37637,0,1,11,0,1
30662,18.0,1,0.26075,0,6,1,0,8
6781,97.16,1,0.33771999999999996,1,11,12,0,4
14320,135.13,1,0.48641999999999996,0,10,3,0,1
7358,71.35,1,0.39037,0,3,12,0,4
20225,98.28,1,0.38395999999999997,1,5,6,0,8
26950,0.0,1,0.23345,0,12,1,0,8
11423,6.0,1,0.54772,1,5,16,0,7
24065,161.56,1,0.060570000000000006,1,4,2,0,1
8956,56.19,1,0.27107,0,2,13,0,7
27120,96.65,1,0.48639,0,1,1,0,8
26234,7.0,1,0.14190999999999998,0,7,2,0,1
9975,69.34,1,0.72242,1,4,25,0,7
25757,30.0,1,0.60692,1,10,2,0,8
14855,28.35,1,0.76617,0,7,3,0,5
18218,74.0,1,0.84177,0,3,14,0,6
16318,16.5,1,0.2906,0,8,15,0,2
25615,90.0,1,0.13831,1,11,2,0,3
22865,22.54,1,0.41508999999999996,1,6,9,0,1
27986,24.75,1,0.32145999999999997,1,6,1,0,6
14798,95.7,1,0.41745,1,4,3,0,5
27285,312.22,1,0.25801999999999997,1,2,1,0,1
33578,27.53,1,0.19155,1,8,10,0,2
33789,13.22,1,1.2521,0,7,10,1,9
24167,94.66,1,0.50416,0,10,2,0,8
966,13.2,1,0.5151,1,11,5,0,3
26691,157.66,0,0.58918,0,4,1,0,3
24110,43.05,1,0.25592,1,1,2,0,3
19327,30.78,1,0.59107,1,5,23,0,4
18221,76.9,1,1.34033,0,4,14,0,4
16997,5.6,1,0.39132,0,9,7,0,8
23510,25.56,1,2.76174,1,9,9,0,1
10402,36.45,1,0.25769000000000003,1,7,24,1,4
10525,15.0,1,2.05095,1,4,24,0,7
4143,70.5,1,0.9757600000000001,0,8,17,0,5
13300,90.63,1,0.29006,0,1,11,0,1
13269,82.09,2,1.14167,1,6,11,0,1
16300,28.89,1,0.16802999999999998,1,6,15,0,2
22488,13.3,1,0.8153100000000001,1,6,19,0,1
11920,15.54,1,2.54672,1,7,20,0,5
2077,48.25,1,0.41335,0,5,4,0,7
7226,19.0,1,0.48888000000000004,0,6,12,0,4
13428,52.12,1,0.91635,1,5,11,0,1
20567,26.4,1,0.47918,0,10,6,0,4
19930,59.95,1,0.6536,1,3,6,0,6
21535,31.95,1,0.66683,1,6,6,0,1
19816,76.7,1,0.41844,1,5,6,0,2
13952,30.0,0,0.51664,1,9,3,0,1
30674,102.3,0,2.12748,1,7,1,0,3
28541,33.0,1,0.77566,1,5,1,0,8
21563,22.8,1,0.49486,0,10,6,0,2
4325,34.89,1,0.25874,1,9,17,0,7
6040,68.4,0,0.27514,0,5,18,0,2
10758,123.48,1,0.31567,1,10,16,0,4
5328,120.04,1,0.31811999999999996,1,5,21,1,2
14413,16.65,0,0.41226,1,6,3,0,2
4706,39.77,1,0.66737,0,8,17,0,5
9217,75.9,1,0.55305,1,11,13,0,4
29354,13.2,1,0.15245999999999998,0,8,1,0,1
18812,21.25,1,0.593,1,7,14,0,4
696,0.0,1,0.46481999999999996,0,12,5,0,2
17378,52.32,1,0.5955600000000001,1,11,7,2,2
17146,19.26,1,0.9354600000000001,1,2,7,0,2
21096,29.3,1,0.51205,0,10,6,0,1
14179,126.45,1,0.26798,1,5,3,0,5
7108,42.75,1,0.34936999999999996,1,2,12,0,4
24176,39.04,1,0.66204,0,9,2,0,8
28385,28.08,1,1.29862,1,9,1,0,3
24623,148.5,1,0.35972,1,9,2,1,1
14074,93.4,1,0.48868,0,12,3,0,1
31900,62.76,1,0.59091,1,10,8,0,9
2492,122.0,1,0.16000999999999999,1,3,4,1,7
21379,19.27,1,0.22438000000000002,0,3,6,0,8
13472,9.9,1,0.36585,0,12,11,0,1
15283,43.0,1,0.70276,1,9,3,0,5
17427,20.0,1,0.38856,1,4,7,0,1
14272,65.0,0,0.35034,0,6,3,0,5
15796,22.6,0,1.1306200000000002,1,7,15,0,1
14191,32.86,1,0.41266,1,8,3,0,5
15898,264.0,1,0.65765,1,2,15,0,2
11387,30.0,1,0.39703,1,11,16,0,5
20380,20.0,1,0.26659,1,11,6,0,1
3788,92.5,1,0.39208000000000004,1,5,4,0,3
30018,159.7,0,0.5045,0,12,1,0,3
21777,32.16,1,0.27876999999999996,1,11,19,0,6
20150,96.52,1,0.26335,1,9,6,0,1
7130,6.25,1,0.48313999999999996,1,7,12,0,4
12931,125.2,1,0.43764,1,1,11,0,1
30031,33.6,1,0.30139,1,12,1,0,1
31475,28.21,1,0.54327,1,6,8,0,8
19360,64.62,1,1.21874,1,9,23,0,4
20582,23.7,1,0.41003,1,4,6,0,6
2909,115.5,1,0.25859,1,12,4,0,7
6970,81.8,1,0.38566,1,5,12,0,5
31583,47.0,1,1.3155700000000001,1,2,8,0,3
29442,3.3,1,0.35716,0,11,1,0,3
20253,50.84,1,0.31899,0,4,6,0,4
23609,26.44,1,0.82978,0,11,9,0,1
22122,16.5,1,0.78843,1,3,19,0,4
18504,39.28,1,0.26391,1,7,14,0,6
30406,33.0,1,0.29628000000000004,0,11,1,0,6
25794,43.71,0,0.62366,0,1,2,0,6
31945,80.0,1,1.84545,1,12,8,0,2
14787,35.0,1,0.71604,0,3,3,0,5
23032,0.0,1,0.7729,1,1,9,0,1
4809,76.73,1,0.19994,1,2,17,0,7
15113,17.0,1,0.5345300000000001,1,1,3,0,5
11409,115.04,1,0.40231999999999996,1,3,16,1,7
12263,134.0,1,3.10486,1,11,20,1,5
5642,26.4,1,0.5821,1,8,21,0,1
8252,60.84,1,0.6055699999999999,1,2,22,1,6
19883,79.58,0,0.625,1,1,6,0,1
19577,108.54,0,0.8363700000000001,1,8,23,2,4
15574,13.11,0,0.12582000000000002,1,4,3,0,5
27933,42.0,1,0.24072,1,12,1,0,6
29703,112.25,1,0.26075,0,1,1,1,8
21311,57.0,1,0.52475,0,7,6,0,2
17572,33.6,1,0.47548999999999997,1,8,7,0,2
10436,28.9,1,0.41843,1,11,24,0,7
21375,30.0,1,0.80018,0,3,6,0,6
24885,46.33,1,0.19872,1,5,2,0,3
12144,13.8,1,29.77252,1,2,20,0,4
31744,86.8,1,2.46353,1,10,8,0,2
9559,35.0,1,0.8430700000000001,0,11,13,0,5
25910,49.5,1,1.51348,0,7,2,0,3
29181,41.95,1,0.30139,1,2,1,0,1
31745,117.46,1,0.21502,1,10,8,0,8
27431,42.9,0,0.74426,1,12,1,0,1
28997,92.4,1,0.30554000000000003,0,4,1,0,3
27827,60.0,0,0.23929,1,3,1,0,6
4321,40.0,1,0.42841,1,8,17,0,7
2714,47.0,1,0.32604,0,5,4,0,5
20674,37.77,1,0.37965,1,8,6,0,1
27526,29.16,1,1.62117,0,11,1,0,8
17721,80.0,1,0.98892,1,7,7,2,2
10628,46.0,0,1.2281799999999998,1,9,24,0,4
22252,132.38,1,0.38755,1,6,19,2,6
22994,62.89,1,0.39939,0,6,9,0,1
10222,72.17,1,0.31676,1,11,24,0,7
9918,128.29,1,0.58792,1,11,25,0,7
23030,11.2,1,2.76174,1,12,9,0,1
12058,42.4,1,0.99541,1,11,20,0,5
18141,63.51,1,0.64522,1,5,14,0,4
16228,21.24,1,1.06131,1,8,15,0,8
5238,24.2,1,0.42131,0,9,21,0,2
30442,280.5,1,0.17309000000000002,1,12,1,0,8
21482,230.5,1,0.28376999999999997,1,1,6,2,8
138,56.78,1,0.45753,1,8,5,0,3
30820,10.0,1,0.12307,1,11,1,0,6
7018,57.56,1,0.57828,1,9,12,0,4
18636,42.84,1,0.33155999999999997,0,1,14,0,6
19648,23.06,1,0.12994,1,12,23,0,4
27668,122.81,1,0.47342,1,5,1,0,3
3330,170.84,1,0.34867,1,10,4,0,3
27531,29.75,1,0.22103000000000003,1,11,1,0,3
4702,13.0,1,0.64869,1,8,17,0,5
22095,118.9,1,0.25706999999999997,1,8,19,1,6
28986,22.28,1,0.23535999999999999,1,3,1,0,3
2963,66.0,1,0.28848,1,5,4,0,3
2470,0.0,1,0.2169,0,11,4,2,7
16694,85.84,1,1.21231,1,7,7,0,2
25372,187.73,1,0.53372,1,3,2,0,8
9803,42.92,1,0.30198,0,11,25,0,7
19272,68.68,1,0.97695,1,3,23,0,4
24138,81.3,1,0.56772,1,11,2,0,3
21354,431.98,1,0.40209,1,11,6,1,1
11969,32.98,1,0.40359,1,5,20,0,5
15102,66.0,1,0.36721,1,12,3,0,5
30779,23.1,1,0.17737999999999998,1,10,1,0,3
12251,36.0,1,0.54406,1,10,20,0,5
379,165.8,1,3.8275699999999997,0,8,5,0,3
20292,54.4,1,0.43144,0,3,6,0,1
11488,27.0,1,0.4445,1,5,16,0,6
31932,33.0,1,0.25325,1,9,8,0,8
17814,88.66,1,0.66685,1,3,7,0,2
1819,13.79,1,0.22796999999999998,1,8,5,0,3
6762,78.6,1,0.66213,1,9,12,0,2
31329,78.52,1,0.0573,1,4,8,0,8
10216,115.0,1,2.0395,1,7,24,0,7
29563,4.0,1,0.031219999999999998,1,5,1,0,6
9799,90.65,1,0.21222,1,3,25,0,7
28023,8.26,1,0.13373,1,9,1,0,1
19167,57.8,1,0.29422,1,11,23,0,4
6061,205.6,1,0.35836999999999997,1,9,18,1,6
13080,29.0,1,0.9152600000000001,0,8,11,0,5
10739,32.78,1,1.43842,1,12,16,0,6
31854,132.0,1,0.37756999999999996,1,12,8,0,1
3259,72.73,1,0.41335,1,3,4,0,7
31837,12.24,1,0.37458,1,4,8,0,1
24461,120.0,0,0.60231,1,4,2,0,8
12508,71.88,1,0.36012,1,8,11,0,1
33126,44.0,1,1.65019,1,6,10,0,2
26677,68.39,1,0.17415999999999998,1,6,1,0,3
20252,98.33,1,0.21918,1,3,6,0,2
16920,52.0,1,0.49933,0,11,7,0,1
21548,30.0,1,0.596,1,8,6,0,6
16947,95.0,0,0.5575600000000001,1,7,7,0,8
3004,19.8,1,0.49456000000000006,0,11,4,0,1
23690,99.0,1,0.08731,1,9,9,0,1
26533,64.08,1,0.59432,1,12,1,0,1
32502,180.13,1,0.9796,0,11,8,1,8
22974,64.0,1,0.3787,1,4,9,0,1
13672,46.15,2,0.39431,1,6,3,0,5
8756,61.4,1,0.73369,1,6,13,0,7
24217,69.72,1,0.40074,1,7,2,0,6
17606,21.19,1,0.41093,1,11,7,0,2
5917,80.92,1,0.45275,0,11,18,0,1
12872,93.0,1,0.31849,0,3,11,0,1
31456,57.0,1,0.24631,1,5,8,0,8
11989,86.36,1,0.83509,0,10,20,0,5
4244,13.8,1,0.64642,1,1,17,0,5
20633,16.8,1,0.51205,1,3,6,0,1
14177,25.64,1,1.2681200000000001,0,5,3,0,5
