,시설총규모,업소위치분기,distance,성공여부,창업월,구_1_25,프랜차이즈여부_02,sub_19
31912,48.57,1,0.50815,1,1,8,1,1
1616,49.52,1,0.6864600000000001,1,9,5,0,3
13533,10.0,1,0.66082,1,8,11,0,1
33496,26.4,1,0.65559,1,11,10,0,2
17036,23.22,0,0.4857,1,1,7,0,2
3448,15.0,1,0.10722000000000001,1,10,4,0,1
28905,160.0,1,0.15632000000000001,1,10,1,1,1
18192,74.47,1,0.43867,1,5,14,0,4
7953,46.36,1,0.49156000000000005,1,6,22,0,6
33003,72.6,1,1.19969,1,5,10,0,2
19202,68.8,1,0.9945799999999999,1,5,23,0,4
2089,63.4,1,0.2115,1,3,4,0,3
710,85.8,1,0.30387,1,2,5,0,2
2070,87.03,1,0.33523000000000003,0,6,4,0,1
12023,40.79,1,0.30818,1,5,20,0,5
16909,54.5,0,0.49933,0,7,7,0,1
15825,24.11,1,1.49371,0,7,15,0,1
7693,10.0,1,0.30201999999999996,1,5,12,0,4
6128,119.83,1,0.26900999999999997,1,7,18,0,6
377,90.71,1,0.30818,1,6,5,0,7
6956,117.78,1,0.41283000000000003,1,3,12,0,5
21534,24.05,1,0.74473,1,6,6,0,8
19558,43.41,1,0.49499,1,3,23,0,4
22273,111.28,1,0.39793,1,2,19,0,1
15284,26.0,1,0.89844,1,9,3,0,1
7682,30.0,1,0.81291,1,3,12,0,5
17664,84.37,1,1.08501,1,3,7,0,2
17772,30.0,1,1.5016200000000002,1,11,7,0,8
23085,22.54,1,0.23913,1,11,9,0,1
6805,25.2,1,0.39065,1,6,12,0,4
8229,67.28,0,0.9022700000000001,0,4,22,0,4
16063,33.63,1,0.97404,1,8,15,0,8
15893,13.2,0,0.37904,1,10,15,0,2
7123,34.8,1,0.40968999999999994,1,12,12,0,4
25349,17.5,1,0.028839999999999998,1,12,2,0,3
19541,84.8,1,0.59107,1,9,23,0,4
33356,77.9,1,0.97206,1,11,10,0,9
16518,53.13,1,0.34615999999999997,0,3,15,0,8
32012,23.0,1,0.44472,0,4,8,0,1
4339,82.5,0,0.77494,1,1,17,0,2
25880,33.0,2,3.3950099999999996,1,5,2,0,3
30744,39.6,2,0.26075,0,9,1,0,8
1553,66.45,2,1.28273,1,2,5,0,3
15419,57.12,1,0.53551,1,5,3,0,1
7169,46.08,0,1.14029,1,7,12,1,4
26130,30.0,1,0.45446000000000003,1,12,2,0,6
29935,110.0,1,0.26075,0,9,1,1,8
11055,30.93,1,0.9665,1,10,16,0,6
16411,6.6,1,0.8590899999999999,1,7,15,0,2
25472,33.49,2,0.37961,1,11,2,0,1
11479,80.0,1,0.6774600000000001,0,3,16,0,4
2422,79.55,1,0.25137,1,2,4,0,3
8232,42.9,1,1.1728399999999999,1,6,22,0,6
13262,45.0,1,0.56489,1,5,11,0,1
15521,64.0,1,0.81466,1,1,3,0,1
5527,36.4,0,0.68172,0,4,21,0,1
33435,74.21,1,1.8531400000000002,1,3,10,0,2
30131,168.0,0,0.36275999999999997,1,3,1,2,1
29610,9.9,1,0.7296699999999999,1,7,1,0,1
16708,64.44,1,0.43482,1,10,7,0,1
9632,63.11,1,1.0824,1,8,25,0,7
20303,72.6,1,0.44288999999999995,1,5,6,0,1
14930,15.93,1,0.10794000000000001,1,11,3,0,1
29203,186.94,1,0.17305,1,3,1,0,1
28375,7.18,1,0.43246,0,9,1,0,3
33627,105.6,1,1.20218,1,4,10,0,2
8240,53.0,1,0.53399,1,10,22,0,6
20851,37.87,2,0.74671,1,8,6,0,2
33196,75.0,0,0.88181,1,10,10,0,2
27008,116.62,1,0.40513000000000005,1,8,1,0,8
25623,34.0,1,0.38895,1,12,2,0,3
31883,42.9,1,0.70052,1,10,8,0,9
32319,35.93,1,1.18851,1,12,8,0,3
5216,2.4,1,0.45675,0,4,21,0,1
20171,0.0,1,0.47263999999999995,1,4,6,0,1
16495,71.49,1,0.32642,1,11,15,0,2
28170,61.1,1,0.2388,1,10,1,0,3
1967,57.59,1,0.3441,1,1,4,0,7
33411,24.0,1,1.46556,0,10,10,0,2
25192,30.61,1,1.07332,1,9,2,0,1
30801,33.11,1,0.70118,1,10,1,1,3
33660,46.2,1,1.01165,0,9,10,0,9
18948,81.0,1,0.55411,1,2,14,0,4
841,50.66,0,0.50331,1,4,5,0,7
5455,24.0,0,0.75498,1,5,21,0,1
23157,42.0,1,1.6440299999999999,1,8,9,0,1
25598,139.2,1,1.42541,1,10,2,0,3
32297,59.21,1,0.03705,1,10,8,0,1
30391,15.0,1,0.26075,0,10,1,0,8
14719,51.2,1,0.20743000000000003,1,11,3,0,1
21953,19.16,0,0.23969000000000001,1,10,19,0,6
12389,54.51,1,0.9158200000000001,1,11,20,0,5
28630,64.51,1,0.33991,1,8,1,0,3
7610,9.9,1,0.18128,0,12,12,0,4
28220,46.0,1,0.5697399999999999,0,1,1,0,3
13226,16.0,1,0.47307,0,11,11,0,3
11905,120.0,1,1.15141,1,5,20,0,5
4105,40.93,0,0.1663,1,7,17,0,4
27371,16.52,1,0.23523000000000002,1,1,1,0,1
33690,42.0,1,3.5733699999999997,0,4,10,0,8
11217,8.0,1,1.27572,1,8,16,0,6
21176,18.0,1,0.44395,1,8,6,0,4
24942,158.68,1,0.31259000000000003,1,10,2,1,6
910,17.0,2,0.49668,0,3,5,0,3
23421,38.34,1,0.59086,0,8,9,0,1
8318,38.0,0,1.25146,1,10,22,0,6
22227,127.82,1,0.43151000000000006,1,3,19,1,6
8163,36.66,1,1.1728399999999999,1,5,22,0,6
16015,32.0,1,0.5219600000000001,1,11,15,0,2
7261,141.9,1,0.01853,1,2,12,1,4
20662,35.37,1,0.31787,1,6,6,0,2
20909,49.4,1,0.19618,1,3,6,0,8
3632,13.22,1,0.10722000000000001,1,2,4,0,1
9250,51.86,1,1.033,1,4,13,0,5
17083,26.1,1,0.9207,1,8,7,0,8
14548,98.0,1,0.12846,0,8,3,1,2
17466,35.32,1,0.21646999999999997,1,8,7,0,2
18327,56.39,1,0.8749600000000001,0,1,14,0,4
32999,85.0,1,1.68143,0,3,10,0,2
6867,118.42,1,0.32327,1,9,12,0,4
24889,240.44,1,2.38338,1,6,2,1,3
13826,108.75,1,0.29655,1,6,3,0,1
5290,60.0,1,0.15534,1,10,21,0,2
30024,19.4,1,0.27557,1,12,1,0,8
24743,118.8,1,0.67979,1,8,2,1,1
22310,34.39,2,0.12777,1,10,19,0,6
15479,33.3,1,0.33564,0,9,3,0,5
28479,204.71,1,0.5811,1,2,1,1,8
2026,68.97,1,0.31095,0,10,4,0,1
33440,71.4,1,0.19087,1,4,10,0,2
16766,62.02,1,0.16902,1,7,7,0,1
17623,20.0,1,0.59053,1,1,7,0,2
11352,166.0,1,0.31117,1,5,16,0,6
15203,37.71,1,1.4965899999999999,1,5,3,0,5
18597,14.93,1,0.26654,1,5,14,0,6
2277,29.25,1,0.24781,1,7,4,0,1
12345,72.6,1,3.10486,1,5,20,0,5
25658,86.59,1,1.26234,0,3,2,0,3
194,41.43,1,0.22391,1,7,5,0,3
23451,474.71,0,2.76174,0,1,9,0,1
795,157.44,1,0.59841,1,4,5,0,3
15689,72.92,1,1.0090000000000001,1,8,15,0,2
4964,74.27,1,0.40355,1,11,21,0,1
30449,33.0,1,0.57923,0,12,1,0,8
9560,112.66,1,0.87805,1,12,13,0,5
25059,9.9,1,0.46998,0,10,2,0,1
888,44.2,1,0.43901,1,12,5,0,3
24227,102.4,1,0.51334,1,9,2,0,8
23617,132.0,1,0.34509,1,12,9,0,1
11065,9.9,2,0.48108,1,12,16,0,7
28050,33.0,1,0.2759,1,1,1,0,1
761,20.2,1,0.67061,1,8,5,0,2
20275,120.96,1,0.19521,1,3,6,0,4
27887,245.54,1,0.3746,1,9,1,0,1
16740,65.88,1,0.88856,1,2,7,0,2
6267,26.44,1,0.6868,1,5,18,1,6
32241,9.28,1,0.74564,1,12,8,0,8
12373,29.75,1,0.8877299999999999,1,8,20,0,5
25328,66.0,1,0.48856000000000005,1,10,2,0,8
9937,0.0,1,0.56619,0,6,25,0,7
19312,26.18,1,0.69839,1,3,23,0,4
16157,39.28,1,1.1545100000000001,1,5,15,0,8
3028,87.66,1,0.20197,1,2,4,1,1
6438,20.0,1,0.5764100000000001,1,8,18,0,2
30273,23.0,1,0.18674000000000002,0,7,1,0,8
16673,71.24,1,0.96672,1,11,7,0,1
7651,126.28,2,0.77687,1,8,12,2,4
29932,32.53,1,1.54091,1,9,1,0,3
9497,143.89,1,0.21561999999999998,1,4,13,1,7
28100,75.5,1,0.3454,1,5,1,0,1
31973,23.43,1,0.44472,0,10,8,0,1
1567,3.3,1,0.4219,0,4,5,0,4
1595,12.08,1,0.62271,1,7,5,0,2
19631,133.0,1,0.18070999999999998,1,6,23,2,4
2083,27.3,1,0.24989,1,4,4,0,7
13890,27.82,2,0.27662,0,5,3,0,5
24497,69.3,0,0.46501000000000003,0,8,2,0,8
33072,85.8,0,1.03062,1,3,10,0,9
15883,33.0,1,1.15469,0,11,15,0,8
26006,16.5,0,0.49012,1,3,2,0,1
28817,33.54,1,0.5030600000000001,1,6,1,0,1
15700,108.8,1,1.6836900000000001,1,3,15,0,1
13035,215.45,1,0.46306,1,12,11,1,3
32758,53.2,1,0.56326,0,6,10,0,9
20090,86.7,1,0.32883,1,2,6,0,4
6423,88.92,1,0.40054,0,4,18,0,6
20579,10.8,1,0.1545,1,4,6,0,1
7234,92.4,0,0.87272,1,8,12,2,4
31401,26.16,1,0.45726000000000006,1,5,8,0,8
23226,79.2,1,0.34056,0,9,9,0,1
26666,14.43,1,0.622,0,7,1,0,8
11685,98.31,1,0.71329,1,4,20,0,5
30220,59.5,1,0.26075,0,6,1,0,8
15520,26.0,1,0.28954,1,1,3,0,1
12792,95.47,1,0.53137,1,5,11,0,1
26694,39.78,1,0.2817,1,5,1,0,6
13173,85.95,1,0.14765,1,2,11,0,1
5038,45.66,0,0.15209,1,12,21,0,1
27286,84.48,1,0.3304,0,3,1,0,8
6479,94.5,1,0.5481,0,3,18,0,1
4266,260.79,1,0.7632399999999999,1,5,17,0,5
9420,40.0,1,0.22754000000000002,1,2,13,0,5
25785,238.0,1,0.7067,1,12,2,2,6
9940,42.0,1,1.69895,1,8,25,0,5
15851,105.28,1,0.46651000000000004,1,2,15,0,2
32339,59.95,1,0.57482,1,3,8,0,1
20139,101.54,1,0.42408999999999997,1,2,6,0,4
23513,26.9,1,0.36202,1,10,9,0,1
29747,30.0,1,0.52737,1,3,1,0,3
10229,28.7,1,0.51063,1,2,24,0,4
4604,47.0,1,0.7931600000000001,1,3,17,0,4
12247,24.0,1,0.8614,1,9,20,0,5
26917,28.98,1,0.33014,1,8,1,0,6
19733,29.25,0,1.1221,0,9,23,0,4
25227,288.39,1,0.23481,1,12,2,2,3
26998,162.0,1,0.39189,1,6,1,0,1
11237,73.76,1,1.63673,1,11,16,0,4
21518,36.2,0,0.44638,1,5,6,0,1
27805,21.0,0,0.65161,1,12,1,0,3
4438,28.8,1,0.24993,1,7,17,0,7
16768,80.62,1,0.40595,0,8,7,0,8
31586,94.84,0,0.29386,1,2,8,0,9
23285,134.77,1,0.30628,1,9,9,1,1
9390,47.52,1,0.37338000000000005,1,8,13,0,7
28504,29.7,0,0.46711,1,3,1,0,8
2853,70.0,1,0.30164,1,5,4,0,2
26849,56.95,1,0.89246,0,10,1,0,1
4554,16.5,1,0.15777,0,7,17,0,5
6740,100.72,1,0.23225,1,7,12,0,4
16456,201.3,1,1.24518,0,3,15,0,1
20867,246.57,1,0.46729,1,8,6,1,2
26933,121.68,0,0.20579,0,7,1,0,3
12614,83.0,1,0.53137,0,6,11,0,1
1493,11.01,1,0.08236,1,9,5,0,2
4502,20.0,1,0.23318000000000003,1,10,17,0,5
1119,30.74,0,1.00353,1,6,5,0,3
23304,8.2,1,1.12037,1,2,9,0,1
33689,50.0,1,1.77493,1,4,10,0,2
346,77.66,1,0.18228,1,8,5,0,4
1427,84.99,1,3.8251199999999996,1,4,5,0,3
27947,80.68,1,0.6704600000000001,1,3,1,0,3
26520,75.05,1,1.3089899999999999,1,11,1,0,3
30070,40.45,2,0.26293,0,1,1,1,1
23643,214.38,1,2.76174,1,4,9,0,1
6810,59.91,1,0.42648,1,4,12,0,4
5101,70.49,1,0.92768,0,11,21,0,1
24191,124.63,1,0.79643,1,8,2,0,7
28582,51.33,1,0.36925,1,6,1,0,1
11419,27.27,1,0.78163,1,4,16,0,4
10083,51.0,0,0.46306,1,9,25,0,7
15822,117.54,1,0.5454899999999999,1,2,15,0,2
18132,64.61,1,0.8484700000000001,1,4,14,0,4
28517,9.9,1,0.6108399999999999,0,4,1,0,3
27217,54.08,0,0.37299,0,8,1,0,8
21359,38.83,1,0.12086,1,12,6,0,8
20184,63.8,1,0.22776,1,1,6,0,8
4080,24.28,1,0.46602,1,11,17,0,5
1524,10.0,1,0.19362000000000001,1,12,5,0,2
7502,25.16,1,0.30475,1,5,12,0,4
30378,99.0,1,0.26075,0,10,1,1,8
32948,70.86,1,2.1497,1,12,10,0,2
9848,19.2,1,0.36532,1,9,25,0,7
25436,336.17,1,0.7036899999999999,1,8,2,0,8
22665,93.1,1,0.52498,1,11,9,0,1
32775,99.63,1,1.1385100000000001,1,7,10,0,9
14227,30.0,1,0.25693,0,12,3,0,1
17617,35.0,0,0.29898,1,12,7,0,2
2401,22.84,1,0.32623,1,7,4,0,7
9060,16.5,1,0.49618999999999996,0,2,13,0,7
50,161.6,1,0.1363,1,1,5,0,4
26254,78.17,1,0.46208,1,8,2,0,1
27591,198.96,1,0.30141999999999997,0,9,1,1,3
26994,36.0,1,0.53689,0,9,1,0,1
9998,17.11,1,0.9274399999999999,1,9,25,0,7
17413,29.75,0,0.48904,0,3,7,0,2
3315,18.4,1,0.42189,0,8,4,0,7
6358,20.0,1,0.29755,0,11,18,0,2
27930,192.07,1,0.23021999999999998,1,12,1,0,6
25645,38.33,1,1.05431,1,2,2,0,7
18941,15.0,1,0.6611199999999999,0,1,14,0,1
10665,72.0,1,0.62678,1,6,24,0,7
21523,88.33,1,0.49077,1,5,6,0,8
22894,98.28,0,0.30676,1,11,9,0,1
31836,89.1,1,0.42251000000000005,1,4,8,0,1
26095,40.0,1,0.16674,1,10,2,0,3
7906,53.49,1,0.33762,0,2,22,0,6
27655,46.96,1,0.51664,1,3,1,0,3
22777,82.07,1,0.31509000000000004,1,9,9,0,1
18658,95.99,0,0.33213000000000004,1,5,14,0,6
3517,170.5,0,0.60487,1,3,4,0,7
21530,26.4,0,0.28626,0,5,6,0,2
15549,27.47,1,0.49163,1,3,3,0,5
3451,33.15,1,0.24711999999999998,1,10,4,0,1
3683,100.36,0,0.5028199999999999,1,6,4,0,1
26866,25.35,1,0.38227,1,10,1,0,3
10663,21.54,1,0.1738,1,6,24,0,7
3057,39.0,1,0.41751000000000005,1,5,4,0,3
8173,85.89,1,0.51389,1,10,22,0,6
22339,57.19,1,0.33704,0,4,19,0,6
29225,26.4,1,0.45287,1,4,1,0,1
25960,33.0,1,0.18965,1,11,2,0,6
23166,28.1,1,0.35286,1,11,9,0,1
16791,98.5,1,0.25706,1,11,7,0,8
10239,79.98,1,1.1659899999999999,0,11,24,0,7
19565,67.65,1,0.28939000000000004,1,7,23,0,4
5969,20.74,0,0.6881,0,6,18,0,1
233,113.65,1,0.5089199999999999,1,4,5,0,7
15109,26.4,1,0.3498,1,12,3,0,2
31956,39.8,1,1.63719,1,2,8,0,2
8690,0.0,1,0.5959,1,4,13,0,7
9904,43.0,0,0.69619,1,5,25,0,7
25426,175.87,1,0.12722999999999998,1,7,2,1,3
20256,43.21,1,0.40564,0,2,6,0,2
21305,33.0,1,0.56589,1,6,6,0,6
20596,39.3,1,0.51205,1,9,6,1,1
2397,15.0,1,0.44647,1,6,4,0,1
22937,87.17,1,0.2602,0,9,9,0,1
3580,11.94,1,0.26834,1,8,4,0,7
13459,78.0,1,0.8939600000000001,0,11,11,0,5
32099,25.4,1,0.36404000000000003,1,2,8,0,1
7293,81.26,1,0.74733,1,1,12,0,4
8305,37.8,1,2.23199,0,6,22,0,6
30396,126.15,0,0.87774,1,11,1,0,3
7156,79.33,1,0.6322399999999999,1,8,12,0,4
32224,39.08,1,1.0353,1,9,8,0,8
24657,110.1,1,0.66319,1,11,2,0,3
12837,53.0,1,0.16203,0,1,11,0,1
4248,286.56,1,0.21166,1,7,17,2,5
30308,18.0,1,0.26075,0,8,1,0,8
7843,77.59,1,0.62945,1,10,22,0,6
21029,221.1,1,0.3886,1,3,6,1,4
18356,31.52,1,0.28402,1,7,14,0,4
24507,163.01,1,0.35035,1,11,2,0,6
32110,72.9,1,0.50815,1,3,8,0,1
18514,64.5,1,0.73893,1,10,14,0,4
18255,108.47,1,0.47865,1,5,14,0,4
20769,31.36,1,0.23481999999999997,1,9,6,0,1
26296,59.0,1,0.60348,1,11,2,0,6
10618,16.5,1,0.54032,0,6,24,0,7
23601,91.58,1,0.48296000000000006,1,9,9,0,1
23930,101.58,1,0.23437,1,3,2,0,1
31438,22.94,1,0.49128999999999995,1,11,8,0,9
33403,28.32,1,0.34241,1,9,10,0,9
1834,285.6,0,2.89856,1,10,5,2,3
23156,36.0,1,1.6370200000000001,0,8,9,0,1
22901,32.22,1,0.48245,0,6,9,0,6
21061,112.2,1,0.19834000000000002,0,7,6,0,2
33169,22.0,1,0.9120799999999999,1,5,10,0,2
28502,165.0,1,0.42663999999999996,1,3,1,0,8
12927,25.0,1,0.31849,0,11,11,0,1
434,12.09,1,0.2546,1,3,5,0,3
19533,58.3,1,0.5905600000000001,1,6,23,0,4
19687,42.57,1,0.70628,1,1,23,0,4
22201,65.0,1,0.27793,1,10,19,0,4
9397,63.5,1,0.28678000000000003,1,10,13,0,5
19283,37.23,1,0.11999000000000001,0,3,23,0,4
10558,54.3,1,0.8956,1,12,24,0,7
17233,40.0,1,1.44805,1,4,7,0,8
8380,57.72,1,1.56961,0,10,22,0,6
2464,375.35,1,0.45065,1,9,4,0,1
12272,49.5,1,2.68226,1,2,20,1,5
33370,99.0,1,0.86146,1,3,10,0,9
15314,174.9,1,0.34678000000000003,1,11,3,0,1
739,4.8,1,0.1709,1,2,5,0,4
31614,23.04,1,0.51415,1,6,8,0,9
27792,59.4,0,0.23936999999999997,1,10,1,0,8
8216,66.71,1,0.93916,1,12,22,0,6
12199,55.53,1,0.76932,0,11,20,0,5
28525,180.82,1,0.7831899999999999,0,4,1,0,6
5449,51.73,1,0.2218,1,5,21,0,1
26108,62.88,1,0.48556000000000005,1,10,2,0,1
4972,82.7,1,0.07742,1,3,21,0,2
209,84.43,1,0.39144,1,6,5,0,7
16866,68.24,1,0.9535799999999999,0,6,7,0,8
31987,9.24,1,0.70919,1,12,8,0,9
9456,44.44,1,0.34288,1,9,13,0,5
1770,14.85,0,0.35551,1,4,5,0,4
2862,34.48,1,0.8448100000000001,1,5,4,0,5
4959,39.75,1,0.4241,1,5,21,0,1
13788,58.86,2,0.562,0,2,3,0,1
7614,39.6,1,0.13477999999999998,1,2,12,1,4
17026,31.4,1,0.33679000000000003,1,11,7,0,2
10555,24.8,1,0.6018600000000001,1,11,24,0,4
13758,39.81,1,0.36691,1,3,3,0,1
10760,38.31,1,0.41678999999999994,0,3,16,0,4
21524,56.2,1,0.68135,1,5,6,0,2
31403,92.63,1,1.30073,1,7,8,0,3
7882,48.51,1,0.09567,1,12,22,0,6
24120,80.12,1,0.67409,0,5,2,0,8
26116,33.0,1,0.64381,0,11,2,0,6
7245,42.9,1,0.37674,1,10,12,0,4
17553,40.0,1,0.5354,0,6,7,0,2
20336,95.5,1,0.13079000000000002,1,6,6,0,6
17241,15.29,1,0.69518,1,5,7,0,8
13298,23.1,2,1.03671,1,1,11,0,5
21348,3.3,1,0.53604,0,11,6,0,2
31787,99.0,1,1.09935,0,6,8,0,2
14953,50.0,1,0.64275,1,12,3,0,1
30097,47.84,1,0.38876,0,2,1,0,3
3261,245.42,1,0.1265,1,3,4,0,1
221,156.2,1,0.08955,1,2,5,0,4
20015,38.64,1,0.37084,1,7,6,0,4
3486,12.73,1,0.23410999999999998,1,2,4,0,7
8375,19.17,1,1.14771,1,9,22,0,6
29691,28.27,1,0.39442,1,12,1,0,1
33381,42.49,1,2.09154,1,5,10,1,2
27255,109.2,1,0.45708000000000004,1,10,1,0,3
1677,13.2,0,0.73839,0,4,5,0,4
1694,10.0,1,3.7675400000000003,1,6,5,0,3
21922,98.0,1,0.47392,0,3,19,0,6
15050,18.13,1,0.33154,1,6,3,1,2
21743,27.56,0,0.43951,1,11,19,0,1
27235,113.07,1,0.9814299999999999,1,1,1,0,1
27494,13.22,1,0.55191,1,7,1,0,6
6223,49.5,1,1.03936,1,10,18,0,1
12306,37.24,1,0.5827100000000001,1,9,20,0,5
2855,85.43,1,0.18739,1,5,4,0,7
16773,56.87,1,0.82905,1,6,7,0,8
15197,258.11,1,0.7107600000000001,1,5,3,0,5
30137,71.79,1,0.58733,1,4,1,0,3
18240,59.2,1,1.18025,0,10,14,0,4
12854,27.52,1,0.54283,1,10,11,0,1
28578,12.0,0,0.7145100000000001,1,6,1,0,1
16205,65.0,1,0.4853,1,4,15,0,2
29173,37.36,1,0.461,0,1,1,0,8
27115,63.91,1,0.31293000000000004,1,6,1,0,3
27357,28.0,1,0.39355,0,11,1,0,1
6407,26.4,1,0.34299999999999997,1,11,18,0,1
2169,116.1,1,0.41502,1,7,4,0,2
2459,4.84,1,0.30825,1,11,4,0,3
18125,137.55,1,0.38366999999999996,1,6,14,0,4
27621,39.0,1,0.39771999999999996,1,6,1,0,1
10657,18.0,1,0.54504,1,5,24,0,7
3604,33.0,1,0.11277999999999999,1,9,4,0,1
30482,191.0,1,0.26075,0,2,1,1,8
16215,39.56,1,0.8590899999999999,1,5,15,0,2
24329,68.87,0,0.28968,1,5,2,0,1
5532,49.53,1,0.86,1,4,21,0,1
9665,50.0,1,1.80667,1,4,25,0,7
29288,80.59,1,0.48016000000000003,1,6,1,0,1
584,0.0,1,0.6832199999999999,0,1,5,0,7
18176,155.0,1,0.31609,1,9,14,0,4
16361,30.0,1,0.09067,1,3,15,0,1
30015,89.9,1,0.68647,1,12,1,0,3
28248,75.75,1,0.99354,1,3,1,0,1
25679,83.58,1,0.32271,1,5,2,0,6
13990,15.65,1,0.14870999999999998,1,2,3,1,1
2196,34.11,1,0.25978,1,3,4,0,3
32505,61.78,1,0.6451100000000001,1,12,8,0,9
22698,36.25,1,0.91175,0,2,9,0,6
28063,214.89,1,0.68513,1,2,1,1,6
17467,37.08,1,0.6501399999999999,0,8,7,0,8
16664,78.99,1,0.53684,0,7,7,0,2
19889,93.66,1,0.46073000000000003,1,10,6,0,4
17618,28.55,1,0.41093,1,4,7,0,2
7198,25.0,1,0.47747,1,4,12,0,4
22309,75.0,1,0.16341,1,10,19,2,6
27237,24.45,1,0.28835,1,11,1,0,1
29779,22.05,1,1.62117,1,4,1,0,8
10517,60.0,0,2.61348,1,8,24,0,7
15824,82.36,1,1.8204599999999997,0,4,15,0,1
4630,62.85,0,0.31499,1,8,17,0,7
549,105.74,1,0.42194,1,7,5,0,4
19200,91.7,1,0.056260000000000004,1,3,23,0,4
25262,29.7,1,0.53408,1,3,2,0,1
5301,117.0,0,0.30146,1,12,21,0,1
2559,0.0,1,0.39183,1,6,4,1,1
28433,25.0,0,0.27144,1,12,1,0,1
20589,27.36,1,0.27416999999999997,1,6,6,0,8
1081,98.56,1,1.06823,1,2,5,0,3
4844,36.45,1,0.14782,1,10,17,0,4
31820,20.0,1,0.33536,1,6,8,0,3
5754,48.15,0,0.67279,1,3,18,0,2
22355,56.52,1,0.15093,1,7,19,0,6
20186,164.0,1,0.29725,0,2,6,0,4
465,66.85,1,0.2862,1,9,5,0,7
12135,46.0,1,0.32166,0,11,20,0,5
32306,93.04,1,0.59486,0,10,8,0,8
5469,60.45,0,0.60434,1,7,21,0,1
18854,15.9,1,0.76223,1,2,14,0,6
10923,92.03,1,0.48108,1,6,16,0,7
7912,91.15,0,0.93375,0,3,22,0,6
17043,218.45,2,0.23506999999999997,1,3,7,1,1
4852,79.17,1,0.53399,1,11,17,0,5
9861,55.68,1,1.27995,0,10,25,0,7
17301,30.0,1,0.30144,1,3,7,0,1
32205,46.2,1,0.80593,1,5,8,0,1
56,32.01,1,0.58572,0,5,5,0,7
9395,17.83,1,2.17243,0,10,13,0,7
12531,105.79,1,0.27574,1,3,11,0,1
32261,29.7,1,1.03598,1,3,8,0,9
28719,19.83,1,0.27473000000000003,1,12,1,0,3
10573,32.05,1,0.71224,0,5,24,0,7
3459,14.5,1,0.17144,1,11,4,0,1
7334,53.0,1,0.30312,1,11,12,2,4
10793,105.3,0,0.36333000000000004,1,1,16,0,6
19608,17.34,0,1.20252,1,2,23,0,4
19704,34.65,1,0.9866299999999999,1,5,23,0,6
23133,5.0,1,0.5634600000000001,1,3,9,0,1
21450,23.6,1,0.37009000000000003,0,11,6,0,1
14721,191.11,1,0.24156999999999998,1,11,3,1,5
1838,4.0,1,0.24515,1,11,5,0,4
23783,25.0,1,0.56608,0,9,9,0,1
5842,58.56,1,0.35363,0,4,18,0,6
13260,114.02,1,0.6359199999999999,1,4,11,0,3
17513,21.06,1,0.49003,1,2,7,0,2
844,11.4,1,1.22096,1,5,5,0,7
33469,3.3,1,2.20779,1,8,10,0,2
18671,166.53,1,0.43392,1,8,14,2,6
4591,96.87,1,0.70333,0,2,17,0,4
26486,72.48,1,0.68926,1,6,1,0,8
22944,57.81,1,0.7467,1,4,9,0,1
20415,45.2,1,0.15394000000000002,1,7,6,0,2
10966,45.6,1,0.06094,1,8,16,1,6
15363,31.99,1,0.33154,1,3,3,0,2
32745,102.24,1,2.0526299999999997,1,7,10,0,2
10245,50.7,1,0.92475,0,7,24,0,4
9376,26.46,1,0.72301,1,5,13,0,7
7042,32.46,1,0.77389,0,11,12,0,1
1133,10.0,1,0.5071100000000001,1,7,5,0,3
4610,23.38,1,0.64869,1,5,17,0,5
18348,120.06,1,0.58485,1,12,14,0,4
16944,87.87,1,0.90354,0,6,7,0,8
10642,39.8,1,0.8719399999999999,1,2,24,0,7
5790,96.24,1,0.22808,1,3,18,0,1
1950,57.18,1,0.2977,1,11,4,0,3
15817,68.41,1,1.8777,1,11,15,0,1
27961,136.0,1,0.91364,1,4,1,0,8
4050,100.97,1,0.68055,1,5,17,0,5
19346,50.84,1,0.13629000000000002,1,4,23,0,4
27031,97.99,1,0.2541,0,5,1,0,8
7139,22.48,1,0.44504,1,7,12,0,4
13205,15.0,1,0.55947,0,7,11,0,1
25573,636.35,1,0.13831,1,7,2,2,3
4202,87.56,1,0.81109,1,2,17,0,5
2802,235.0,1,0.48286999999999997,1,10,4,1,1
28511,13.2,1,0.08918,1,3,1,0,8
1141,15.14,1,1.31975,1,9,5,0,7
21271,40.0,1,0.34920999999999996,1,5,6,0,2
14551,18.47,1,0.22166,1,8,3,0,1
16378,49.44,1,0.5343899999999999,0,5,15,0,2
17096,92.89,1,0.14579,1,9,7,0,2
29523,18.73,1,0.79848,1,2,1,0,1
11916,22.84,0,0.28417,1,6,20,0,5
3860,82.5,1,0.43375,1,12,4,0,7
10361,0.0,1,0.20596,1,9,24,0,7
15286,27.47,1,1.005,1,9,3,0,5
22396,23.1,1,0.61916,1,5,19,0,4
8838,0.0,1,0.42323,1,4,13,0,7
21485,13.11,1,0.52857,1,1,6,0,2
9171,6.6,1,0.48532,1,1,13,0,7
21209,33.0,1,0.94821,1,11,6,0,4
20831,44.02,0,0.34691,1,6,6,0,1
8629,0.0,0,0.24575,1,8,13,0,5
23473,49.5,0,0.48188000000000003,0,4,9,0,1
19943,55.43,2,0.20688,1,5,6,0,8
21421,14.57,1,0.6983699999999999,1,7,6,0,8
